Id,t1_m,t1_p,t1_c,t2_m,t2_p,t2_c,t3_m,t3_p,t3_c,t4_m,t4_p,t4_c,t5_m(calc),t5_p(calc),t5_c(calc)
26769,66.0,65.0,66.0,67.0,69.0,70.0,70.0,65.0,68.0,69.0,69.0,68.0,66.0,69.0,69.0
26770,61.0,61.0,65.0,64.0,63.0,65.0,64.0,65.0,64.0,63.0,64.0,63.0,63.0,62.0,65.0
26771,56.0,55.0,58.0,59.0,58.0,56.0,57.0,59.0,57.0,60.0,60.0,56.0,58.0,59.0,60.0
26772,52.0,51.0,50.0,52.0,51.0,50.0,53.0,50.0,53.0,51.0,52.0,50.0,55.0,55.0,50.0
26773,46.0,47.0,48.0,46.0,49.0,50.0,45.0,48.0,49.0,48.0,49.0,47.0,49.0,45.0,50.0
26774,45.0,43.0,41.0,43.0,43.0,42.0,44.0,43.0,40.0,43.0,40.0,41.0,40.0,42.0,45.0
26775,37.0,35.0,37.0,37.0,40.0,35.0,36.0,35.0,36.0,36.0,35.0,39.0,37.0,37.0,35.0
26776,33.0,35.0,32.0,35.0,35.0,34.0,30.0,34.0,35.0,32.0,35.0,33.0,32.0,34.0,33.0
26777,25.0,29.0,28.0,29.0,30.0,30.0,28.0,30.0,28.0,26.0,30.0,30.0,,28.0,29.0
26778,11.0,24.0,23.0,13.0,12.0,15.0,21.0,11.0,10.0,21.0,25.0,13.0,19.0,23.0,15.0
26779,10.0,6.0,9.0,0.0,0.0,2.0,8.0,1.0,3.0,0.0,3.0,2.0,10.0,2.0,9.0
26780,119.0,115.0,110.0,119.0,112.0,118.0,111.0,119.0,117.0,120.0,113.0,120.0,112.0,120.0,117.0
26781,109.0,109.0,109.0,108.0,110.0,105.0,108.0,109.0,107.0,110.0,,106.0,107.0,109.0,109.0
26782,105.0,104.0,102.0,102.0,102.0,103.0,104.0,100.0,100.0,103.0,104.0,101.0,101.0,102.0,103.0
26783,99.0,98.0,98.0,99.0,96.0,,95.0,97.0,95.0,96.0,95.0,99.0,96.0,98.0,95.0
26784,95.0,95.0,93.0,91.0,91.0,95.0,92.0,90.0,94.0,93.0,91.0,91.0,91.0,90.0,91.0
26785,85.0,85.0,88.0,90.0,86.0,87.0,90.0,90.0,90.0,85.0,89.0,88.0,85.0,87.0,87.0
26786,82.0,,82.0,84.0,81.0,84.0,80.0,85.0,80.0,80.0,81.0,82.0,67.0,68.0,79.0
26787,80.0,79.0,78.0,75.0,75.0,79.0,77.0,78.0,79.0,76.0,78.0,76.0,75.0,80.0,78.0
26788,71.0,70.0,73.0,75.0,71.0,71.0,75.0,70.0,71.0,70.0,71.0,72.0,74.0,71.0,75.0
26789,69.0,69.0,66.0,68.0,67.0,68.0,70.0,65.0,66.0,70.0,69.0,65.0,69.0,68.0,69.0
26790,64.0,65.0,61.0,61.0,63.0,65.0,63.0,62.0,63.0,65.0,60.0,63.0,63.0,65.0,61.0
26791,58.0,55.0,59.0,59.0,57.0,60.0,56.0,55.0,59.0,56.0,56.0,58.0,60.0,60.0,59.0
26792,55.0,51.0,50.0,53.0,51.0,55.0,50.0,50.0,51.0,53.0,50.0,52.0,54.0,52.0,53.0
26793,45.0,,49.0,46.0,46.0,48.0,46.0,49.0,50.0,46.0,50.0,45.0,46.0,47.0,48.0
26794,41.0,42.0,42.0,40.0,43.0,40.0,43.0,40.0,41.0,40.0,44.0,44.0,41.0,45.0,44.0
26795,38.0,40.0,40.0,40.0,36.0,39.0,39.0,35.0,35.0,36.0,38.0,37.0,38.0,36.0,39.0
26796,30.0,31.0,32.0,31.0,32.0,31.0,32.0,32.0,34.0,34.0,30.0,31.0,35.0,34.0,35.0
26797,28.0,26.0,30.0,29.0,25.0,25.0,25.0,30.0,27.0,28.0,25.0,30.0,26.0,25.0,25.0
26798,21.0,10.0,20.0,25.0,14.0,14.0,13.0,17.0,20.0,21.0,25.0,12.0,16.0,18.0,23.0
26799,1.0,9.0,5.0,10.0,8.0,3.0,6.0,6.0,5.0,10.0,10.0,5.0,4.0,0.0,7.0
26800,120.0,111.0,114.0,115.0,111.0,113.0,112.0,119.0,116.0,116.0,118.0,114.0,118.0,112.0,111.0
26801,106.0,105.0,107.0,106.0,108.0,105.0,108.0,109.0,105.0,108.0,107.0,110.0,107.0,109.0,108.0
26802,100.0,104.0,100.0,100.0,105.0,103.0,105.0,105.0,104.0,101.0,100.0,103.0,102.0,104.0,104.0
26803,98.0,97.0,97.0,100.0,98.0,96.0,96.0,95.0,96.0,98.0,100.0,98.0,96.0,100.0,100.0
26804,94.0,92.0,91.0,92.0,91.0,95.0,91.0,92.0,95.0,92.0,94.0,93.0,94.0,,91.0
26805,86.0,90.0,90.0,90.0,87.0,90.0,86.0,89.0,89.0,89.0,86.0,87.0,85.0,89.0,85.0
26806,85.0,83.0,80.0,84.0,80.0,82.0,82.0,84.0,82.0,85.0,84.0,81.0,57.0,71.0,71.0
26807,78.0,,77.0,77.0,79.0,75.0,75.0,,80.0,77.0,76.0,80.0,78.0,80.0,79.0
26808,74.0,75.0,71.0,73.0,75.0,72.0,72.0,75.0,72.0,73.0,70.0,73.0,72.0,75.0,71.0
26809,67.0,68.0,70.0,67.0,65.0,66.0,70.0,69.0,68.0,66.0,66.0,66.0,66.0,68.0,69.0
26810,61.0,63.0,62.0,65.0,63.0,60.0,60.0,61.0,65.0,65.0,64.0,60.0,65.0,65.0,60.0
26811,58.0,59.0,60.0,57.0,59.0,58.0,55.0,55.0,58.0,60.0,60.0,60.0,59.0,60.0,55.0
26812,53.0,50.0,54.0,55.0,52.0,53.0,55.0,52.0,50.0,51.0,55.0,,52.0,55.0,54.0
26813,45.0,47.0,48.0,50.0,45.0,49.0,47.0,47.0,49.0,46.0,47.0,48.0,48.0,50.0,47.0
26814,40.0,40.0,44.0,44.0,45.0,44.0,42.0,40.0,43.0,41.0,45.0,44.0,43.0,43.0,40.0
26815,40.0,37.0,39.0,39.0,37.0,38.0,35.0,40.0,38.0,39.0,35.0,35.0,37.0,37.0,35.0
26816,35.0,35.0,33.0,35.0,30.0,32.0,31.0,32.0,35.0,33.0,33.0,31.0,30.0,34.0,35.0
26817,30.0,26.0,27.0,28.0,25.0,29.0,28.0,30.0,27.0,28.0,29.0,28.0,30.0,25.0,25.0
26818,21.0,24.0,20.0,18.0,18.0,20.0,24.0,21.0,10.0,22.0,11.0,12.0,18.0,20.0,10.0
26819,10.0,1.0,1.0,4.0,4.0,6.0,8.0,7.0,3.0,3.0,6.0,0.0,0.0,0.0,5.0
26820,117.0,113.0,110.0,111.0,113.0,112.0,116.0,117.0,115.0,114.0,113.0,115.0,119.0,113.0,117.0
26821,108.0,105.0,108.0,106.0,110.0,110.0,106.0,107.0,107.0,110.0,106.0,107.0,108.0,107.0,107.0
26822,103.0,103.0,105.0,105.0,100.0,101.0,100.0,101.0,101.0,100.0,105.0,104.0,102.0,100.0,103.0
26823,95.0,95.0,100.0,96.0,97.0,100.0,99.0,99.0,98.0,96.0,96.0,99.0,99.0,97.0,99.0
26824,93.0,94.0,93.0,92.0,94.0,92.0,92.0,94.0,92.0,95.0,90.0,94.0,92.0,92.0,91.0
26825,88.0,86.0,86.0,88.0,86.0,89.0,88.0,89.0,87.0,87.0,86.0,90.0,88.0,90.0,88.0
26826,84.0,81.0,81.0,84.0,83.0,85.0,84.0,85.0,84.0,84.0,80.0,80.0,70.0,83.0,80.0
26827,78.0,78.0,80.0,80.0,76.0,76.0,79.0,77.0,75.0,80.0,78.0,75.0,79.0,75.0,75.0
26828,74.0,74.0,,75.0,75.0,71.0,70.0,73.0,71.0,72.0,72.0,73.0,74.0,74.0,75.0
26829,65.0,66.0,69.0,65.0,65.0,68.0,65.0,70.0,69.0,68.0,68.0,68.0,70.0,70.0,69.0
26830,60.0,61.0,60.0,60.0,62.0,64.0,61.0,60.0,61.0,63.0,63.0,65.0,62.0,60.0,64.0
26831,56.0,55.0,57.0,58.0,57.0,60.0,57.0,57.0,59.0,58.0,58.0,59.0,57.0,60.0,58.0
26832,55.0,53.0,50.0,52.0,50.0,53.0,50.0,53.0,51.0,53.0,50.0,50.0,54.0,53.0,54.0
26833,46.0,45.0,48.0,45.0,49.0,47.0,47.0,50.0,49.0,50.0,49.0,47.0,46.0,46.0,45.0
26834,42.0,43.0,44.0,40.0,42.0,41.0,40.0,42.0,40.0,40.0,44.0,40.0,44.0,41.0,45.0
26835,40.0,37.0,35.0,39.0,35.0,38.0,40.0,37.0,37.0,37.0,38.0,37.0,38.0,40.0,39.0
26836,34.0,34.0,33.0,31.0,32.0,34.0,33.0,35.0,32.0,34.0,30.0,31.0,33.0,32.0,35.0
26837,25.0,30.0,29.0,28.0,25.0,28.0,29.0,28.0,27.0,27.0,30.0,27.0,30.0,25.0,27.0
26838,21.0,21.0,16.0,13.0,13.0,24.0,22.0,12.0,14.0,11.0,16.0,14.0,17.0,13.0,17.0
26839,0.0,1.0,4.0,1.0,7.0,8.0,5.0,8.0,8.0,0.0,6.0,0.0,4.0,9.0,1.0
26840,120.0,120.0,119.0,119.0,114.0,120.0,111.0,111.0,111.0,115.0,111.0,114.0,110.0,112.0,110.0
26841,108.0,105.0,105.0,108.0,109.0,105.0,108.0,105.0,108.0,110.0,107.0,110.0,110.0,106.0,106.0
26842,105.0,103.0,100.0,103.0,100.0,101.0,,105.0,100.0,102.0,103.0,103.0,100.0,105.0,101.0
26843,97.0,95.0,96.0,98.0,98.0,100.0,98.0,97.0,99.0,95.0,99.0,100.0,96.0,99.0,99.0
26844,92.0,95.0,95.0,93.0,93.0,90.0,90.0,91.0,95.0,92.0,91.0,94.0,95.0,95.0,92.0
26845,85.0,87.0,87.0,85.0,90.0,86.0,88.0,86.0,88.0,88.0,86.0,88.0,85.0,86.0,90.0
26846,83.0,84.0,81.0,80.0,81.0,82.0,80.0,81.0,83.0,80.0,85.0,84.0,64.0,74.0,69.0
26847,79.0,75.0,80.0,75.0,78.0,79.0,76.0,76.0,80.0,77.0,75.0,76.0,76.0,77.0,77.0
26848,71.0,71.0,74.0,74.0,75.0,75.0,70.0,75.0,74.0,72.0,70.0,73.0,75.0,70.0,75.0
26849,69.0,67.0,65.0,66.0,66.0,68.0,66.0,65.0,65.0,66.0,69.0,70.0,70.0,66.0,65.0
26850,61.0,64.0,65.0,63.0,64.0,63.0,63.0,64.0,65.0,62.0,62.0,62.0,65.0,61.0,61.0
26851,55.0,56.0,60.0,55.0,60.0,58.0,58.0,56.0,58.0,55.0,55.0,55.0,59.0,58.0,56.0
26852,54.0,52.0,50.0,51.0,53.0,53.0,53.0,53.0,51.0,53.0,52.0,,51.0,55.0,51.0
26853,48.0,48.0,48.0,50.0,49.0,47.0,49.0,49.0,50.0,50.0,46.0,45.0,47.0,46.0,50.0
26854,40.0,42.0,44.0,43.0,44.0,41.0,43.0,45.0,40.0,45.0,42.0,41.0,41.0,44.0,43.0
26855,40.0,40.0,35.0,36.0,38.0,36.0,35.0,40.0,38.0,35.0,37.0,36.0,40.0,35.0,40.0
26856,35.0,32.0,30.0,33.0,32.0,35.0,35.0,35.0,30.0,30.0,35.0,31.0,34.0,34.0,30.0
26857,25.0,28.0,28.0,25.0,27.0,30.0,25.0,29.0,30.0,29.0,27.0,26.0,29.0,25.0,25.0
26858,12.0,17.0,17.0,20.0,24.0,15.0,22.0,12.0,24.0,20.0,24.0,12.0,21.0,25.0,10.0
26859,0.0,0.0,0.0,9.0,5.0,1.0,2.0,10.0,10.0,8.0,8.0,7.0,7.0,1.0,
26860,119.0,118.0,112.0,110.0,112.0,119.0,120.0,114.0,116.0,116.0,119.0,115.0,115.0,113.0,118.0
26861,108.0,105.0,107.0,109.0,106.0,107.0,105.0,109.0,105.0,106.0,110.0,108.0,109.0,105.0,107.0
26862,104.0,104.0,101.0,100.0,103.0,100.0,105.0,103.0,104.0,105.0,104.0,103.0,102.0,102.0,103.0
26863,98.0,99.0,100.0,98.0,95.0,95.0,100.0,99.0,98.0,98.0,98.0,97.0,97.0,98.0,100.0
26864,93.0,95.0,91.0,90.0,92.0,91.0,90.0,90.0,90.0,91.0,93.0,94.0,94.0,92.0,92.0
26865,87.0,87.0,86.0,85.0,87.0,88.0,88.0,90.0,88.0,85.0,87.0,88.0,88.0,86.0,87.0
26866,81.0,82.0,83.0,82.0,83.0,80.0,84.0,80.0,82.0,83.0,81.0,,50.0,84.0,62.0
26867,77.0,80.0,79.0,77.0,80.0,77.0,78.0,78.0,75.0,76.0,79.0,78.0,76.0,79.0,78.0
26868,72.0,71.0,71.0,75.0,72.0,70.0,74.0,71.0,75.0,71.0,70.0,74.0,70.0,74.0,72.0
26869,68.0,69.0,67.0,66.0,68.0,66.0,70.0,70.0,70.0,69.0,66.0,67.0,67.0,66.0,68.0
26870,60.0,62.0,60.0,64.0,63.0,64.0,62.0,63.0,65.0,63.0,65.0,61.0,63.0,60.0,60.0
26871,59.0,60.0,55.0,56.0,58.0,58.0,59.0,60.0,58.0,57.0,59.0,58.0,57.0,58.0,58.0
26872,54.0,54.0,50.0,50.0,51.0,52.0,53.0,51.0,55.0,53.0,52.0,52.0,55.0,52.0,50.0
26873,47.0,46.0,45.0,50.0,45.0,46.0,,47.0,46.0,50.0,47.0,49.0,46.0,45.0,45.0
26874,40.0,42.0,42.0,41.0,40.0,44.0,43.0,42.0,43.0,40.0,41.0,43.0,41.0,40.0,43.0
26875,36.0,38.0,40.0,39.0,40.0,38.0,35.0,35.0,37.0,35.0,40.0,36.0,38.0,40.0,39.0
26876,32.0,30.0,32.0,31.0,35.0,34.0,30.0,31.0,31.0,34.0,31.0,33.0,30.0,35.0,31.0
26877,29.0,26.0,27.0,30.0,25.0,30.0,27.0,27.0,26.0,27.0,27.0,26.0,28.0,26.0,27.0
26878,20.0,17.0,11.0,24.0,17.0,21.0,22.0,15.0,15.0,25.0,12.0,20.0,25.0,19.0,25.0
26879,6.0,6.0,9.0,2.0,10.0,4.0,5.0,4.0,5.0,8.0,6.0,5.0,10.0,8.0,5.0
26880,115.0,113.0,115.0,119.0,111.0,110.0,114.0,115.0,117.0,116.0,111.0,110.0,113.0,116.0,118.0
26881,109.0,110.0,107.0,108.0,106.0,110.0,110.0,106.0,109.0,105.0,106.0,105.0,107.0,105.0,110.0
26882,102.0,100.0,104.0,102.0,100.0,105.0,104.0,102.0,105.0,104.0,103.0,103.0,101.0,105.0,105.0
26883,95.0,96.0,98.0,97.0,99.0,98.0,100.0,97.0,98.0,98.0,96.0,96.0,97.0,96.0,98.0
26884,93.0,91.0,94.0,93.0,94.0,91.0,95.0,94.0,94.0,91.0,95.0,92.0,92.0,91.0,95.0
26885,85.0,90.0,90.0,88.0,88.0,88.0,89.0,89.0,88.0,,88.0,86.0,89.0,85.0,90.0
26886,82.0,82.0,84.0,84.0,82.0,80.0,84.0,82.0,85.0,83.0,84.0,85.0,74.0,65.0,63.0
26887,78.0,76.0,79.0,80.0,79.0,75.0,77.0,78.0,75.0,79.0,76.0,77.0,77.0,75.0,76.0
26888,75.0,70.0,74.0,73.0,71.0,73.0,71.0,74.0,70.0,73.0,73.0,71.0,70.0,73.0,73.0
26889,66.0,70.0,69.0,70.0,67.0,69.0,69.0,70.0,67.0,65.0,70.0,66.0,68.0,68.0,65.0
26890,64.0,64.0,65.0,64.0,62.0,63.0,64.0,65.0,63.0,63.0,64.0,60.0,60.0,62.0,63.0
26891,60.0,55.0,59.0,56.0,55.0,59.0,59.0,58.0,57.0,57.0,58.0,55.0,55.0,58.0,56.0
26892,50.0,53.0,53.0,55.0,54.0,53.0,55.0,51.0,53.0,53.0,54.0,54.0,53.0,50.0,55.0
26893,49.0,46.0,49.0,45.0,45.0,46.0,49.0,46.0,48.0,45.0,47.0,47.0,50.0,46.0,46.0
26894,44.0,42.0,41.0,41.0,43.0,43.0,44.0,44.0,42.0,42.0,43.0,42.0,41.0,43.0,40.0
26895,38.0,38.0,35.0,38.0,40.0,40.0,36.0,36.0,35.0,38.0,40.0,39.0,35.0,36.0,40.0
26896,35.0,35.0,32.0,32.0,31.0,34.0,33.0,32.0,31.0,33.0,35.0,35.0,34.0,34.0,31.0
26897,25.0,27.0,26.0,26.0,29.0,27.0,30.0,25.0,26.0,29.0,26.0,30.0,26.0,30.0,30.0
26898,23.0,25.0,25.0,14.0,14.0,11.0,12.0,23.0,17.0,10.0,12.0,25.0,17.0,24.0,25.0
26899,5.0,2.0,,3.0,9.0,1.0,9.0,8.0,1.0,1.0,7.0,1.0,7.0,9.0,9.0
26900,114.0,115.0,114.0,112.0,113.0,114.0,111.0,110.0,116.0,110.0,118.0,120.0,113.0,119.0,117.0
26901,106.0,106.0,107.0,107.0,108.0,109.0,110.0,109.0,108.0,108.0,109.0,109.0,105.0,109.0,105.0
26902,101.0,100.0,101.0,101.0,105.0,100.0,102.0,101.0,104.0,100.0,105.0,101.0,100.0,105.0,104.0
26903,97.0,96.0,100.0,97.0,95.0,97.0,97.0,96.0,96.0,96.0,96.0,97.0,96.0,,99.0
26904,92.0,91.0,94.0,90.0,90.0,90.0,,90.0,93.0,91.0,93.0,90.0,90.0,90.0,93.0
26905,90.0,87.0,88.0,86.0,86.0,87.0,89.0,90.0,90.0,90.0,85.0,87.0,87.0,87.0,87.0
26906,84.0,80.0,84.0,82.0,80.0,83.0,82.0,84.0,85.0,80.0,80.0,83.0,58.0,72.0,64.0
26907,79.0,78.0,75.0,76.0,75.0,75.0,75.0,80.0,80.0,76.0,80.0,76.0,80.0,78.0,75.0
26908,75.0,72.0,71.0,74.0,72.0,71.0,74.0,74.0,72.0,73.0,72.0,72.0,74.0,74.0,73.0
26909,67.0,70.0,69.0,69.0,65.0,69.0,67.0,69.0,68.0,68.0,69.0,67.0,69.0,66.0,68.0
26910,65.0,65.0,64.0,62.0,60.0,64.0,63.0,62.0,60.0,65.0,61.0,64.0,64.0,65.0,61.0
26911,58.0,57.0,55.0,58.0,60.0,56.0,59.0,58.0,60.0,60.0,60.0,57.0,,60.0,59.0
26912,52.0,51.0,54.0,54.0,54.0,52.0,51.0,54.0,50.0,53.0,54.0,52.0,54.0,54.0,51.0
26913,47.0,45.0,46.0,48.0,47.0,46.0,48.0,50.0,49.0,45.0,49.0,50.0,45.0,45.0,45.0
26914,44.0,45.0,42.0,44.0,44.0,41.0,41.0,42.0,40.0,43.0,45.0,40.0,45.0,45.0,45.0
26915,37.0,36.0,40.0,37.0,36.0,35.0,38.0,35.0,35.0,36.0,35.0,40.0,36.0,35.0,40.0
26916,32.0,35.0,34.0,34.0,32.0,33.0,34.0,32.0,32.0,33.0,35.0,30.0,30.0,33.0,32.0
26917,29.0,28.0,27.0,26.0,30.0,28.0,28.0,30.0,25.0,27.0,27.0,25.0,28.0,25.0,27.0
26918,25.0,22.0,22.0,23.0,17.0,25.0,21.0,10.0,12.0,14.0,15.0,23.0,11.0,14.0,20.0
26919,10.0,8.0,0.0,1.0,2.0,6.0,7.0,10.0,9.0,8.0,8.0,10.0,5.0,0.0,3.0
26920,114.0,116.0,118.0,114.0,115.0,112.0,112.0,113.0,113.0,117.0,111.0,115.0,116.0,119.0,115.0
26921,107.0,108.0,106.0,110.0,109.0,109.0,106.0,105.0,107.0,105.0,106.0,105.0,110.0,107.0,110.0
26922,102.0,103.0,102.0,100.0,103.0,104.0,101.0,103.0,100.0,102.0,102.0,103.0,100.0,105.0,102.0
26923,97.0,95.0,100.0,100.0,96.0,100.0,99.0,99.0,95.0,97.0,95.0,98.0,96.0,100.0,100.0
26924,92.0,92.0,90.0,95.0,93.0,93.0,95.0,94.0,94.0,93.0,95.0,90.0,94.0,94.0,92.0
26925,87.0,90.0,85.0,,85.0,86.0,88.0,90.0,89.0,88.0,89.0,88.0,89.0,88.0,86.0
26926,83.0,84.0,80.0,82.0,85.0,82.0,83.0,84.0,82.0,85.0,84.0,82.0,52.0,52.0,70.0
26927,76.0,75.0,79.0,79.0,80.0,75.0,79.0,76.0,78.0,76.0,75.0,80.0,76.0,75.0,76.0
26928,73.0,75.0,75.0,75.0,73.0,75.0,74.0,71.0,75.0,74.0,70.0,70.0,71.0,72.0,75.0
26929,66.0,68.0,68.0,67.0,65.0,67.0,68.0,65.0,68.0,67.0,,68.0,70.0,66.0,70.0
26930,65.0,61.0,65.0,65.0,63.0,65.0,60.0,61.0,61.0,61.0,62.0,63.0,62.0,61.0,60.0
26931,55.0,58.0,55.0,55.0,57.0,60.0,57.0,59.0,59.0,57.0,55.0,56.0,57.0,58.0,58.0
26932,54.0,55.0,54.0,53.0,51.0,,52.0,52.0,50.0,52.0,55.0,52.0,55.0,50.0,53.0
26933,47.0,48.0,46.0,50.0,49.0,46.0,46.0,48.0,45.0,45.0,49.0,45.0,47.0,45.0,47.0
26934,41.0,45.0,43.0,40.0,44.0,40.0,43.0,44.0,44.0,43.0,44.0,44.0,44.0,44.0,42.0
26935,38.0,36.0,36.0,40.0,38.0,36.0,35.0,40.0,35.0,35.0,37.0,38.0,40.0,35.0,39.0
26936,31.0,34.0,33.0,31.0,30.0,35.0,32.0,34.0,33.0,32.0,31.0,30.0,31.0,32.0,34.0
26937,25.0,27.0,30.0,27.0,26.0,25.0,30.0,28.0,25.0,25.0,27.0,28.0,28.0,26.0,30.0
26938,14.0,16.0,15.0,25.0,13.0,20.0,22.0,17.0,23.0,22.0,17.0,25.0,23.0,20.0,24.0
26939,8.0,9.0,1.0,5.0,3.0,3.0,8.0,8.0,9.0,1.0,0.0,4.0,3.0,7.0,10.0
26940,119.0,114.0,110.0,117.0,117.0,119.0,117.0,118.0,114.0,111.0,117.0,120.0,120.0,113.0,120.0
26941,110.0,107.0,110.0,108.0,109.0,107.0,106.0,106.0,105.0,108.0,108.0,107.0,106.0,108.0,106.0
26942,101.0,104.0,101.0,102.0,105.0,103.0,104.0,105.0,100.0,100.0,102.0,101.0,101.0,105.0,102.0
26943,98.0,99.0,99.0,100.0,96.0,96.0,99.0,96.0,99.0,95.0,98.0,100.0,96.0,100.0,99.0
26944,95.0,90.0,92.0,92.0,92.0,94.0,92.0,94.0,92.0,92.0,90.0,90.0,95.0,90.0,94.0
26945,85.0,87.0,89.0,89.0,90.0,87.0,88.0,88.0,90.0,88.0,89.0,89.0,90.0,90.0,89.0
26946,85.0,84.0,84.0,,81.0,80.0,85.0,82.0,84.0,82.0,81.0,85.0,81.0,71.0,85.0
26947,80.0,80.0,79.0,77.0,76.0,79.0,77.0,77.0,77.0,77.0,79.0,,75.0,77.0,80.0
26948,71.0,72.0,72.0,74.0,74.0,74.0,74.0,75.0,71.0,74.0,72.0,74.0,73.0,72.0,75.0
26949,67.0,70.0,67.0,70.0,69.0,69.0,65.0,69.0,69.0,66.0,66.0,69.0,68.0,66.0,69.0
26950,64.0,63.0,65.0,63.0,65.0,61.0,63.0,65.0,61.0,61.0,60.0,64.0,61.0,64.0,65.0
26951,57.0,57.0,58.0,58.0,55.0,59.0,60.0,58.0,56.0,58.0,60.0,58.0,59.0,56.0,58.0
26952,55.0,51.0,52.0,54.0,55.0,54.0,54.0,50.0,51.0,50.0,55.0,54.0,51.0,51.0,52.0
26953,48.0,49.0,50.0,45.0,50.0,50.0,45.0,48.0,45.0,47.0,48.0,45.0,46.0,50.0,49.0
26954,42.0,43.0,40.0,,40.0,43.0,41.0,41.0,42.0,40.0,43.0,43.0,40.0,,42.0
26955,36.0,35.0,35.0,37.0,38.0,38.0,40.0,39.0,40.0,36.0,35.0,38.0,40.0,35.0,37.0
26956,35.0,34.0,30.0,34.0,32.0,30.0,31.0,35.0,34.0,31.0,30.0,31.0,30.0,33.0,30.0
26957,30.0,27.0,26.0,26.0,29.0,28.0,30.0,27.0,25.0,30.0,29.0,27.0,29.0,,28.0
26958,18.0,19.0,,10.0,18.0,13.0,24.0,12.0,14.0,18.0,13.0,18.0,20.0,22.0,20.0
26959,7.0,8.0,8.0,9.0,6.0,9.0,7.0,10.0,4.0,8.0,2.0,8.0,0.0,5.0,4.0
26960,117.0,118.0,115.0,119.0,110.0,112.0,111.0,112.0,112.0,116.0,117.0,110.0,117.0,116.0,112.0
26961,110.0,106.0,110.0,109.0,109.0,110.0,107.0,108.0,106.0,109.0,107.0,107.0,108.0,108.0,106.0
26962,102.0,103.0,103.0,103.0,104.0,100.0,104.0,100.0,100.0,103.0,104.0,104.0,100.0,102.0,105.0
26963,96.0,98.0,96.0,98.0,97.0,96.0,97.0,98.0,98.0,100.0,100.0,100.0,99.0,98.0,95.0
26964,93.0,95.0,94.0,92.0,95.0,94.0,92.0,94.0,94.0,91.0,95.0,90.0,90.0,93.0,95.0
26965,88.0,86.0,88.0,87.0,88.0,86.0,85.0,88.0,90.0,87.0,85.0,90.0,89.0,90.0,86.0
26966,84.0,81.0,81.0,81.0,84.0,80.0,83.0,82.0,85.0,84.0,83.0,85.0,72.0,52.0,52.0
26967,79.0,79.0,78.0,80.0,76.0,77.0,76.0,79.0,79.0,78.0,76.0,77.0,75.0,80.0,79.0
26968,70.0,71.0,74.0,70.0,72.0,70.0,73.0,70.0,71.0,70.0,73.0,74.0,71.0,74.0,72.0
26969,69.0,67.0,68.0,67.0,69.0,70.0,67.0,69.0,68.0,65.0,68.0,69.0,65.0,68.0,69.0
26970,64.0,60.0,61.0,63.0,62.0,63.0,60.0,62.0,65.0,64.0,60.0,61.0,65.0,63.0,60.0
26971,60.0,59.0,57.0,59.0,60.0,59.0,58.0,56.0,59.0,58.0,56.0,59.0,60.0,55.0,58.0
26972,53.0,55.0,52.0,53.0,52.0,50.0,55.0,54.0,51.0,55.0,50.0,55.0,53.0,50.0,54.0
26973,49.0,46.0,49.0,45.0,47.0,45.0,46.0,46.0,46.0,46.0,46.0,46.0,45.0,50.0,50.0
26974,40.0,44.0,41.0,41.0,40.0,44.0,45.0,41.0,43.0,41.0,41.0,40.0,42.0,41.0,40.0
26975,36.0,37.0,39.0,39.0,39.0,37.0,40.0,40.0,35.0,38.0,35.0,38.0,35.0,38.0,37.0
26976,32.0,34.0,33.0,35.0,33.0,34.0,32.0,35.0,31.0,34.0,35.0,33.0,34.0,33.0,35.0
26977,30.0,26.0,29.0,28.0,28.0,27.0,25.0,26.0,27.0,25.0,30.0,27.0,26.0,27.0,25.0
26978,11.0,18.0,14.0,24.0,20.0,22.0,19.0,22.0,18.0,21.0,11.0,17.0,12.0,21.0,10.0
26979,1.0,0.0,8.0,5.0,0.0,3.0,10.0,3.0,8.0,9.0,2.0,0.0,7.0,,8.0
26980,112.0,120.0,118.0,118.0,117.0,118.0,117.0,111.0,119.0,116.0,112.0,116.0,112.0,110.0,116.0
26981,106.0,107.0,109.0,105.0,,106.0,105.0,105.0,105.0,105.0,106.0,109.0,109.0,109.0,108.0
26982,103.0,103.0,101.0,102.0,101.0,100.0,101.0,100.0,104.0,101.0,104.0,103.0,103.0,100.0,101.0
26983,97.0,95.0,97.0,100.0,95.0,96.0,100.0,100.0,96.0,96.0,99.0,100.0,99.0,95.0,100.0
26984,91.0,94.0,90.0,90.0,91.0,94.0,90.0,94.0,92.0,90.0,94.0,92.0,,95.0,94.0
26985,86.0,87.0,87.0,89.0,90.0,86.0,89.0,87.0,89.0,85.0,86.0,85.0,89.0,88.0,87.0
26986,81.0,83.0,85.0,81.0,85.0,83.0,85.0,83.0,83.0,81.0,82.0,85.0,83.0,65.0,80.0
26987,80.0,76.0,80.0,75.0,77.0,77.0,79.0,77.0,77.0,76.0,80.0,79.0,79.0,78.0,80.0
26988,71.0,71.0,71.0,75.0,72.0,73.0,70.0,72.0,70.0,74.0,70.0,75.0,71.0,73.0,73.0
26989,65.0,67.0,66.0,68.0,69.0,68.0,70.0,65.0,69.0,65.0,68.0,65.0,70.0,66.0,68.0
26990,63.0,63.0,62.0,62.0,65.0,60.0,65.0,60.0,64.0,63.0,61.0,65.0,63.0,62.0,61.0
