Id,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep
2179869,female,group D,associate's degree,standard,none
2179870,female,group A,some high school,standard,completed
2179871,female,group C,some college,free/reduced,none
2179872,female,group D,high school,standard,completed
2179873,male,group B,high school,standard,none
2179874,male,group E,associate's degree,standard,completed
2179875,male,group D,some college,standard,none
2179876,female,group B,some college,free/reduced,none
2179877,male,group C,associate's degree,free/reduced,none
2179878,male,group B,high school,free/reduced,completed
2179879,female,group D,associate's degree,free/reduced,none
2179880,female,group A,some college,free/reduced,none
2179881,male,group E,some high school,standard,completed
2179882,female,group A,some college,standard,none
2179883,male,group D,high school,standard,none
2179884,male,group C,high school,standard,none
2179885,female,group C,bachelor's degree,free/reduced,completed
2179886,female,group B,associate's degree,standard,completed
2179887,male,group C,associate's degree,free/reduced,completed
2179888,female,group C,bachelor's degree,standard,none
2179889,female,group C,master's degree,standard,none
2179890,male,group B,some college,standard,none
2179891,male,group D,bachelor's degree,standard,none
2179892,female,group B,some high school,free/reduced,completed
2179893,female,group D,some high school,standard,none
2179894,female,group A,associate's degree,standard,completed
2179895,male,group E,high school,free/reduced,none
2179896,male,group B,some high school,free/reduced,none
2179897,female,group E,high school,standard,none
2179898,female,group C,master's degree,free/reduced,completed
2179899,male,group D,some college,standard,none
2179900,female,group E,associate's degree,standard,none
2179901,female,group A,some college,standard,none
2179902,female,group E,high school,standard,none
2179903,female,group E,associate's degree,standard,none
2179904,female,group D,bachelor's degree,standard,none
2179905,female,group C,some college,standard,none
2179906,male,group B,high school,standard,none
2179907,female,group B,some college,free/reduced,completed
2179908,male,group B,some high school,standard,none
2179909,female,group C,high school,standard,completed
2179910,male,group D,some high school,free/reduced,completed
2179911,male,group B,some high school,standard,none
2179912,male,group C,associate's degree,standard,none
2179913,female,group C,high school,standard,none
2179914,male,group B,high school,free/reduced,completed
2179915,male,group B,high school,standard,none
2179916,female,group C,associate's degree,free/reduced,completed
2179917,female,group C,some college,standard,completed
2179918,female,group E,master's degree,free/reduced,none
2179919,female,group E,high school,standard,none
2179920,female,group E,bachelor's degree,free/reduced,none
2179921,female,group C,high school,standard,none
2179922,female,group E,some college,free/reduced,none
2179923,female,group C,some high school,standard,none
2179924,male,group C,associate's degree,standard,none
2179925,female,group B,bachelor's degree,standard,completed
2179926,male,group D,high school,free/reduced,none
2179927,female,group A,some college,standard,completed
2179928,female,group C,some high school,free/reduced,none
2179929,male,group D,master's degree,standard,completed
2179930,female,group C,some college,free/reduced,none
2179931,female,group D,associate's degree,free/reduced,completed
2179932,female,group B,associate's degree,free/reduced,none
2179933,female,group E,associate's degree,standard,completed
2179934,male,group D,associate's degree,free/reduced,completed
2179935,male,group B,some high school,free/reduced,none
2179936,male,group B,high school,free/reduced,none
2179937,female,group D,associate's degree,free/reduced,none
2179938,female,group B,high school,free/reduced,none
2179939,male,group D,associate's degree,standard,completed
2179940,female,group D,some high school,standard,none
2179941,male,group A,associate's degree,standard,completed
2179942,female,group B,master's degree,standard,none
2179943,female,group D,bachelor's degree,standard,none
2179944,male,group B,some high school,standard,none
2179945,male,group B,some high school,free/reduced,none
2179946,female,group D,some college,standard,none
2179947,male,group A,associate's degree,standard,completed
2179948,male,group B,some high school,standard,none
2179949,male,group B,some high school,free/reduced,none
2179950,female,group D,high school,standard,none
2179951,female,group B,some college,free/reduced,completed
2179952,female,group C,some college,free/reduced,none
2179953,male,group B,some high school,standard,completed
2179954,male,group D,bachelor's degree,standard,none
2179955,male,group A,some college,free/reduced,none
2179956,female,group D,some high school,standard,none
2179957,male,group E,master's degree,standard,completed
2179958,female,group D,associate's degree,free/reduced,none
2179959,male,group B,bachelor's degree,free/reduced,none
2179960,female,group E,associate's degree,standard,none
2179961,male,group D,associate's degree,free/reduced,none
2179962,male,group D,some college,standard,none
2179963,male,group D,associate's degree,standard,none
2179964,female,group E,some college,free/reduced,completed
2179965,female,group E,some high school,free/reduced,completed
2179966,male,group A,some college,standard,none
2179967,male,group C,bachelor's degree,free/reduced,completed
2179968,female,group C,some college,free/reduced,none
2179969,male,group C,bachelor's degree,standard,none
2179970,female,group D,associate's degree,standard,none
2179971,male,group D,high school,free/reduced,none
2179972,female,group D,some high school,free/reduced,none
2179973,female,group C,associate's degree,standard,none
2179974,female,group C,bachelor's degree,standard,completed
2179975,female,group D,high school,free/reduced,none
2179976,female,group A,high school,free/reduced,none
2179977,female,group D,bachelor's degree,standard,completed
2179978,female,group B,high school,standard,none
2179979,female,group D,some college,standard,none
2179980,male,group C,some college,free/reduced,completed
2179981,male,group C,high school,free/reduced,none
2179982,female,group C,bachelor's degree,standard,completed
2179983,male,group C,associate's degree,free/reduced,none
2179984,male,group B,some college,free/reduced,none
