Id,aluminium,ammonia,arsenic,barium
5169,0.06,0.18,0.03,0.74
5170,0.06,15.64,0.03,0.33
5171,0.08,24.54,0.06,0.64
5172,0.04,4.61,0.09,0.65
5173,0.05,22,0.04,1.82
5174,0.02,7.41,0.01,0.7
5175,0.06,6.55,0.09,1.63
5176,0.05,12.59,0.01,2.0
5177,0.1,24.25,0.02,0.49
5178,0.03,16.08,0.08,0.38
5179,0.05,26.8,0.04,0.0
5180,0.1,3.72,0.09,1.66
5181,0.04,0.12,0.02,2.03
5182,0.08,25.36,0.01,0.56
5183,0.05,19.16,0.09,0.25
5184,0.07,16.93,0.03,1.48
5185,0.02,9.07,0.06,0.46
5186,0.03,10.86,0.04,0.6
5187,0.05,18.95,0.03,0.13
5188,0.09,28.27,0.0,0.63
5189,0.04,0.86,0.02,0.21
5190,0.02,8.09,0.06,0.36
5191,0.03,28.35,0.06,0.14
5192,0.02,11.86,0.1,0.51
5193,0.04,26.39,0.07,0.44
5194,0.1,10.22,0.02,0.24
5195,0.09,29.13,0.01,0.26
5196,0.09,14.47,0.09,0.13
5197,0.07,28.21,0.02,1.13
5198,0.0,8.77,0.1,0.31
5199,0.06,14.91,0.03,1.46
5200,0.04,1.43,0.04,0.38
5201,0.08,25.63,0.07,0.66
5202,0.05,22.44,0.02,0.99
5203,0.05,29.29,0.08,0.08
5204,0.06,12.44,0.01,0.68
5205,0.01,8.26,0.02,0.08
5206,0.01,10.61,0.01,0.95
5207,0.03,2.73,0.07,
5208,0.07,24.39,0.04,0.33
5209,0.04,12.44,0.06,0.4
5210,0.03,12.22,0.03,0.48
5211,0.02,18.01,,0.12
5212,0.01,28.3,0.07,1.52
5213,0.07,23.73,0.05,0.46
5214,0.09,1.71,0.06,0.24
5215,0.07,8.65,0.06,0.38
5216,0.01,24.42,0.04,0.24
5217,0.09,29.01,0.07,0.06
5218,0.09,22.83,0.02,0.76
5219,0.06,28.93,0.02,2.74
5220,0.09,12.17,0.07,0.17
5221,0.04,24.41,0.01,0.23
5222,0.01,7,0.05,0.54
5223,0.04,27.72,0.06,1.35
5224,0.05,0.13,0.03,0.16
5225,0.01,28.64,0.01,0.44
5226,0.03,9.46,0.02,0.95
5227,0.1,1.07,0.1,0.89
5228,0.08,23.19,0.01,0.6
5229,0.01,5.26,0.02,1.69
5230,0.03,19.74,0.04,0.46
5231,0.05,6.9,0.07,0.17
5232,0.06,28.88,0.04,0.39
5233,0.04,0.25,0.09,0.43
5234,0.09,9.53,0.04,0.42
5235,0.09,13.41,0.01,0.32
5236,0.07,7.04,0.08,0.82
5237,0.03,22.93,0.03,0.85
5238,0.04,19.68,0.03,0.79
5239,0.04,18.16,0.08,0.26
5240,0.02,6.44,0.02,0.59
5241,0.05,29.66,0.09,0.72
5242,0.03,7.9,0.09,0.09
5243,0.01,8.87,0.06,0.95
5244,0.02,28.39,0.08,0.33
5245,0.01,25.22,0.07,0.7
5246,0.06,23.22,0.09,1.0
5247,0.03,19.06,0.07,0.62
5248,0.07,20.45,0.02,1.8
5249,0.04,4.68,0.07,0.13
5250,0.08,2.04,0.04,0.29
5251,0.09,15.59,0.07,0.39
5252,0.05,23.71,0.06,1.79
5253,0.08,28.71,0.01,2.08
5254,0.09,11.68,0.06,0.84
5255,0.06,6.32,0.08,0.06
5256,0.06,5.74,0.08,0.31
5257,0.05,17.33,0.02,0.48
5258,0.01,16.19,0.1,0.93
5259,0.05,17.1,0.04,1.0
5260,0.05,13.96,0.08,0.53
5261,0.1,6.04,0.09,0.46
5262,0.1,22.55,0.07,0.7
5263,0.02,0.88,0.0,1.84
5264,0.06,25.82,0.02,0.97
5265,0.01,10.02,0.01,0.41
5266,0.03,16.56,0.06,0.49
5267,0.08,18.47,0.07,0.1
5268,0.08,15.09,0.04,0.44
5269,0.05,22.43,0.01,2.64
5270,0.08,21.95,0.05,0.36
5271,0.02,22.11,0.03,0.5
5272,0.07,27.51,0.02,0.23
5273,0.03,15.7,0.09,0.33
5274,0.08,18.17,0.06,0.21
5275,0.01,24.28,0.08,0.14
5276,0.07,1.46,0.03,1.01
5277,0.01,28.14,0.02,0.56
5278,0.08,,0.09,0.89
5279,0.05,0.37,,0.07
5280,0.05,9.68,0.1,0.26
5281,0.06,20.42,0.03,0.65
5282,0.07,8.8,0.03,2.02
5283,0.03,13.24,0.07,2.46
5284,0.09,24.34,0.0,0.71
5285,0.09,3.37,0.02,1.75
5286,0.06,27.64,0.0,1.41
5287,0.0,17.02,0.0,0.57
5288,0.06,1.67,0.08,0.76
5289,0.07,19.77,0.05,1.95
5290,0.07,20.17,0.08,0.73
5291,0.01,0.42,0.03,0.9
5292,0.04,16.9,0.05,1.74
5293,0.06,7.78,0.0,0.16
5294,0.03,2.15,0.09,0.43
5295,0.05,16.69,0.05,1.23
5296,0.01,22.46,0.03,1.2
5297,0.03,4.45,0.01,0.78
5298,0.06,26.69,0.1,0.23
5299,0.03,1.78,0.06,0.78
5300,0.07,20.43,0.07,0.26
5301,0.07,1.97,0.01,0.76
5302,0.07,4.28,0.02,0.29
5303,0.03,8.11,0.04,0.19
5304,0.05,22.22,0.1,1.07
5305,0.06,8.71,0.03,0.72
5306,0.03,10.53,0.06,1.79
5307,0.09,10.07,0.01,2.4
5308,0.08,23.71,0.05,0.4
5309,0.07,24.83,,1.76
5310,0.03,13.58,0.02,1.22
5311,0.04,5.95,0.02,0.9
5312,0.04,21.7,0.08,0.16
5313,0.07,9.62,0.03,1.59
5314,0.05,27.69,0.08,2.96
5315,0.06,18.66,0.03,1.82
5316,0.06,4.77,0.05,1.85
5317,0.01,,0.06,0.48
5318,0.05,19.75,0.01,1.58
5319,0.01,26.59,0.04,0.75
5320,0.02,23.35,0.0,0.74
5321,0.08,0.27,0.05,0.46
5322,0.04,0.56,0.08,0.52
5323,0.04,3.26,0.03,0.84
5324,0.04,9.72,0.03,0.76
5325,0.08,20.05,0.1,0.15
5326,0.08,11.46,0.01,0.24
5327,0.05,16.69,0.01,0.78
5328,0.09,27.07,0.04,0.71
5329,0.0,24.25,0.08,0.84
5330,0.03,11.64,0.01,0.38
5331,0.02,0.63,0.05,2.85
5332,0.05,5.69,,1.89
5333,0.02,26.37,0.05,0.28
5334,0.03,7.37,0.07,1.68
5335,0.09,0.83,0.04,0.08
5336,0.04,5.63,0.06,0.04
5337,0.08,21.49,0.01,0.17
5338,0.1,9.85,0.03,0.22
5339,0.01,10.67,0.03,0.06
5340,0.08,14.1,0.02,0.16
5341,0.03,10.06,0.01,0.28
5342,0.05,1.75,0.06,0.59
5343,0.01,2.55,0.09,0.69
5344,,3.55,0.03,0.52
5345,0.09,24.93,0.04,1.52
5346,0.09,14.74,0.04,0.43
5347,0.1,2.93,0.0,0.06
5348,0.09,14.31,0.1,0.76
5349,0.01,9.92,0.04,0.59
5350,0.02,14.99,0.09,2.44
5351,0.06,20.63,0.03,1.52
5352,0.07,3.62,0.1,0.81
5353,0.05,9.89,0.03,0.77
5354,0.07,22.08,0.07,0.31
5355,0.01,10.37,0.07,0.52
5356,0.04,24.58,0.04,0.55
5357,0.04,13.28,0.04,0.28
5358,0.01,24.63,0.02,0.03
5359,0.0,28.14,0.08,0.59
5360,0.08,0.24,0.02,0.62
5361,0.01,11.1,0.08,1.35
5362,0.07,27.4,0.09,0.37
5363,0.03,18.59,0.09,2.12
5364,0.1,23.25,0.02,0.4
5365,0.03,11.41,0.08,0.56
5366,0.09,22.02,0.02,0.41
5367,0.01,9.2,0.01,0.17
5368,0.02,11.97,0.01,0.03
5369,0.08,6.98,0.07,0.42
5370,0.03,8.79,0.0,2.26
5371,0.03,0.41,0.04,1.17
5372,0.01,2.59,0.0,0.05
5373,0.07,22.5,0.02,0.97
5374,0.06,28.32,,0.7
5375,0.09,7.11,0.01,0.46
5376,0.05,22.27,0.07,0.58
5377,0.08,11.5,0.05,1.09
5378,0.1,7.79,0.1,0.42
5379,0.03,13.23,0.07,0.84
5380,,16.93,0.04,0.22
5381,0.09,23.46,0.0,1.9
5382,0.08,14.73,0.02,0.68
5383,0.03,28.71,0.01,0.45
5384,0.07,3.7,0.04,0.22
5385,0.05,29.28,,0.4
5386,0.08,0.83,0.06,2.05
5387,0.07,23.8,0.01,0.72
5388,0.0,26,0.08,0.31
5389,0.07,17.75,0.05,0.03
5390,0.02,28.28,0.01,0.19
5391,0.1,15.08,0.02,0.55
5392,0.08,9.43,0.08,0.23
5393,0.05,25.67,0.07,0.58
5394,0.09,14.82,0.09,0.49
5395,0.09,28.43,0.02,2.83
5396,0.02,26.8,0.09,1.35
5397,0.1,24.97,0.05,0.83
5398,0.04,8.35,0.05,0.01
5399,0.09,21.16,0.02,0.13
5400,0.07,8.76,0.03,0.85
5401,0.02,20.95,0.02,2.52
5402,0.06,13.53,0.0,0.02
5403,0.0,11.19,0.07,0.58
5404,0.08,23.42,0.03,0.97
5405,0.02,13.51,0.08,0.17
5406,0.1,4.95,0.01,0.25
5407,0.04,19.5,0.09,0.24
5408,0.06,23.78,0.08,0.8
5409,0.1,16.37,0.02,0.81
5410,0.09,2.54,0.03,1.07
5411,0.07,21.27,0.01,0.45
5412,0.04,,0.05,1.92
5413,0.0,23.71,0.08,0.01
5414,0.08,17.91,0.03,1.49
5415,0.08,2.03,0.0,0.82
5416,0.04,15.11,0.06,0.68
5417,0.02,16.79,0.08,0.07
5418,0.08,26.17,0.02,0.35
5419,0.07,17.44,0.05,0.12
5420,0.09,18.67,0.09,0.84
5421,0.03,7.25,0.08,0.94
5422,0.04,10.17,0.09,0.37
5423,0.0,20.53,0.05,0.99
5424,0.06,26.86,0.06,0.02
5425,0.01,21.07,0.1,0.77
5426,0.05,6.04,0.02,0.46
5427,0.03,1.93,0.05,0.33
5428,0.02,14.71,0.0,1.83
5429,0.0,25.28,0.08,0.75
5430,0.02,,0.05,0.53
5431,0.1,5.99,0.08,0.08
5432,0.01,25.33,0.06,0.36
5433,0.02,15.42,0.1,2.03
5434,0.01,28.33,0.09,1.97
5435,0.05,3.46,0.03,0.09
5436,0.02,22.24,0.03,0.44
5437,0.06,26.5,0.0,0.3
5438,0.07,12.74,0.09,0.65
5439,0.06,18.91,0.07,1.08
5440,0.06,9.07,0.05,3.54
5441,0.05,22.21,0.09,0.05
5442,0.09,0.95,0.03,1.64
5443,0.03,27.3,0.07,0.11
5444,0.05,13.14,0.05,0.97
5445,0.1,0.12,0.1,0.72
5446,0.06,28.73,0.09,1.6
5447,0.04,10.38,0.1,1.87
5448,0.01,8.57,0.09,3.08
5449,0.06,0.38,0.07,2.3
5450,0.03,22.88,0.0,0.61
5451,0.02,20.42,0.06,0.14
5452,0.04,18.47,0.09,1.16
5453,0.08,9.32,0.07,0.14
5454,0.09,7.63,0.08,0.99
5455,0.04,3.22,0.07,0.27
5456,0.04,20.86,0.04,0.86
5457,0.02,2.21,0.09,0.14
5458,0.08,11.68,0.0,0.17
5459,0.08,1.26,0.03,1.28
5460,0.0,28.23,0.1,0.86
5461,0.09,12.85,0.05,0.14
5462,0.1,2.97,0.08,0.19
5463,0.03,3.36,0.07,0.82
5464,0.03,20.07,0.07,3.95
5465,,19.6,0.04,2.6
5466,0.03,11.68,0.09,0.43
5467,0.02,21.72,0.04,1.36
5468,0.08,8.39,0.05,0.66
5469,0.06,10.11,0.04,0.5
5470,0.04,8.56,0.07,0.2
5471,0.08,12.81,0.09,0.52
5472,0.1,27.45,0.06,
5473,0.0,18.44,0.06,0.22
5474,0.1,18.66,0.01,0.22
5475,0.04,7.97,0.06,0.8
5476,0.01,16.13,0.05,0.57
5477,0.07,13.86,0.1,1.13
5478,0.02,26.81,0.05,0.47
5479,0.06,17.87,0.09,0.91
5480,0.09,14.35,0.04,1.53
5481,0.05,8.71,,0.79
5482,0.1,27.79,0.03,0.76
5483,0.01,25.54,0.05,0.95
5484,0.06,9.9,0.04,0.15
5485,0.01,21.51,0.05,1.76
5486,0.04,8.61,0.06,0.73
5487,0.07,14.7,0.07,2.52
5488,0.08,15.29,0.1,1.79
5489,0.09,17.35,0.03,1.74
5490,0.09,20.96,0.06,0.84
5491,0.06,13.1,0.05,1.77
5492,0.06,2.71,0.01,1.29
5493,0.05,21.75,0.09,0.07
5494,0.01,3.78,0.1,0.26
5495,0.02,12.86,0.02,2.67
5496,0.02,18.98,0.04,0.42
5497,0.07,22.73,0.02,1.9
5498,0.03,12.39,0.04,2.43
5499,0.06,10.2,0.06,0.17
5500,0.07,8.73,0.02,0.99
5501,0.05,29.17,0.09,0.59
5502,0.01,17.42,0.0,0.54
5503,0.04,18.96,0.01,0.81
5504,0.06,11.78,0.04,0.0
5505,0.0,26.17,0.02,0.1
5506,0.04,6.41,0.04,0.82
5507,0.03,8.61,0.06,0.96
5508,0.03,11.38,0.02,0.52
5509,0.08,0.33,0.09,0.75
5510,0.09,14.57,0.03,2.4
5511,,15.77,0.06,1.52
5512,0.09,9.18,0.06,0.89
5513,0.04,1.04,0.01,1.79
5514,0.04,18.85,0.08,1.24
5515,0.07,18.19,0.02,0.92
5516,0.09,8.56,0.05,1.59
5517,0.01,4.21,0.01,1.62
5518,0.0,15.67,0.09,2.22
5519,0.03,1.43,0.03,1.57
5520,0.1,4.89,0.06,1.88
5521,0.06,21.43,0.08,1.73
5522,0.09,29.41,0.09,1.83
5523,0.01,24.76,0.07,0.88
5524,0.09,19.04,0.07,0.03
5525,0.03,22.49,0.09,3.75
5526,0.04,23.31,0.07,0.26
5527,0.08,22.67,0.07,1.97
5528,0.09,17.45,0.04,0.67
5529,0.02,9.6,0.05,2.15
5530,0.05,0.76,0.02,1.53
5531,0.01,25.84,0.07,0.67
5532,0.08,21.31,0.08,2.51
5533,0.03,0.59,0.06,0.85
5534,0.07,13.48,0.03,0.38
5535,0.01,19.34,0.09,0.08
5536,0.05,27.03,0.0,1.77
5537,0.04,9.38,0.02,0.15
5538,0.02,16.33,0.07,1.32
5539,0.01,,0.05,0.0
5540,0.09,10.35,0.05,1.14
5541,0.07,4.88,0.0,0.18
5542,0.09,3.35,0.04,0.58
5543,0.01,15.71,0.05,0.9
5544,0.05,14.23,0.02,0.61
5545,0.07,27.2,0.0,0.89
5546,0.09,28.34,0.05,0.32
5547,0.1,1.17,0.07,1.0
5548,0.02,8.59,0.08,1.45
5549,0.04,13.62,0.01,0.22
5550,0.06,4.56,0.07,1.74
5551,0.06,22.77,0.1,0.07
5552,0.04,25.05,0.02,0.0
5553,0.06,20.02,0.02,1.3
5554,0.05,17.54,0.1,0.83
5555,0.02,15.78,0.05,0.83
5556,0.09,12.35,0.04,0.64
5557,0.05,23.22,0.06,0.33
5558,0.02,18.85,0.06,0.01
5559,0.05,,0.07,2.87
5560,0.03,13.96,0.06,0.85
5561,0.0,3.62,0.09,0.17
5562,0.01,3.49,0.07,0.19
5563,0.02,1.81,0.05,0.55
5564,0.07,8.09,0.0,0.16
5565,0.1,17.04,0.08,0.64
5566,0.01,5.23,0.06,0.62
5567,0.06,18.95,0.04,0.18
5568,0.01,17.66,0.03,0.16
5569,0.01,20.83,0.08,1.09
5570,0.06,15.42,0.06,0.81
5571,0.09,1.48,0.02,0.27
5572,0.04,6.17,0.09,0.06
5573,0.04,1.17,0.09,1.24
5574,0.02,24.68,0.06,1.49
5575,0.01,8.01,0.05,0.79
5576,0.05,25.68,0.06,0.86
5577,0.0,19.9,0.01,3.09
5578,0.08,9.49,0.02,0.53
5579,0.01,28.12,0.07,0.96
5580,0.06,19.94,0.09,3.05
5581,0.01,9.82,0.09,0.64
5582,0.08,1.73,0.07,1.89
5583,0.02,27.8,0.04,0.3
5584,0.09,21.26,0.03,1.04
5585,0.1,8.41,0.01,2.74
5586,0.01,18.62,0.01,0.81
5587,0.05,8.38,0.1,0.5
5588,0.1,1.46,0.09,0.62
5589,0.02,21.69,0.06,0.81
5590,0.05,18.27,0.1,0.98
5591,0.01,18.48,0.08,0.21
5592,0.04,17.85,0.02,0.84
5593,0.01,23.35,0.01,0.09
5594,0.01,23.32,0.04,0.63
5595,0.01,14.87,0.09,0.67
5596,0.06,12.08,0.09,0.05
5597,0.07,22.72,0.07,0.64
5598,0.07,12.95,0.07,0.63
5599,0.07,21.67,0.05,1.36
5600,0.07,11.23,0.04,1.22
5601,0.04,24.82,0.04,1.21
5602,0.08,20.29,0.1,0.99
5603,0.02,24.45,0.04,0.62
5604,0.01,11.7,0.07,0.67
5605,0.05,,0.06,
5606,0.09,24.05,0.03,0.42
5607,0.1,28.38,0.01,0.25
5608,0.06,24.43,0.04,0.73
5609,0.02,3.44,0.03,2.42
5610,0.09,27.96,0.07,3.0
5611,0.09,23.77,0.06,0.12
5612,0.06,0.38,0.01,0.37
5613,0.04,7.79,0.0,0.22
5614,0.09,0.12,0.04,0.4
5615,0.05,23.14,0.0,1.26
5616,0.06,29.36,0.04,0.98
5617,0.02,13.86,0.04,0.86
5618,0.07,27.35,0.05,0.28
5619,0.02,8.63,0.0,1.83
5620,0.01,2.61,0.0,0.88
5621,0.08,6.24,0.07,0.84
5622,0.1,0.17,0.03,0.39
5623,0.04,7.21,0.03,1.9
5624,0.1,14.37,0.09,2.91
5625,0.07,8.45,0.01,1.21
5626,0.02,16.23,0.04,0.66
5627,0.07,16.98,,0.41
5628,0.05,21.98,0.04,0.04
5629,0.06,1.89,0.09,0.21
5630,0.02,0.53,0.06,1.27
5631,0.03,21.62,0.09,0.56
5632,0.03,6.86,0.02,0.67
5633,0.05,13.04,0.08,0.95
5634,,1.1,0.03,0.1
5635,0.07,5.31,0.06,2.5
5636,0.0,9.11,0.01,1.32
5637,0.06,26.57,0.01,0.23
5638,0.05,24.82,0.08,1.65
5639,0.09,19.94,0.02,1.28
5640,0.08,20.28,0.01,0.99
5641,0.08,9.88,0.03,1.48
5642,0.08,11.74,0.02,0.97
5643,0.07,9.24,0.09,0.83
5644,0.07,17.58,0.01,0.97
5645,0.08,5.76,0.01,0.73
5646,0.04,23.57,0.03,1.57
5647,0.04,5.33,0.01,0.67
5648,0.07,0.49,0.01,0.02
5649,0.05,9.33,0.02,0.98
5650,0.04,22.06,0.0,1.69
5651,0.02,24.83,0.07,0.46
5652,0.03,12,0.04,1.97
5653,0.08,12.17,0.1,0.16
5654,0.08,26.71,0.09,0.99
5655,0.07,6.92,0.08,0.69
5656,0.05,7.51,0.07,0.98
5657,0.05,22.38,0.1,2.25
5658,0.1,7.29,,
5659,0.0,9.13,0.09,1.16
5660,0.09,24.91,0.08,0.23
5661,0.02,3.14,,1.66
5662,0.04,25.03,0.06,0.38
5663,0.09,28.71,0.0,0.05
5664,0.07,21.81,0.01,0.73
5665,0.09,1.91,0.07,0.66
5666,0.06,2.72,0.06,0.99
5667,0.04,11.23,0.04,1.29
5668,0.08,9.75,0.09,0.88
5669,0.09,1.48,0.1,2.86
5670,0.08,25.1,0.03,1.94
5671,0.09,28.11,0.03,0.01
5672,0.03,3.89,0.04,0.4
5673,0.01,3.96,0.06,0.85
5674,0.06,1.61,0.09,0.4
5675,0.09,22.48,0.02,0.93
5676,0.04,1.03,0.09,0.35
5677,0.03,13.25,0.08,0.08
5678,0.07,14.63,0.1,0.29
5679,0.03,26.17,0.07,0.94
5680,0.09,7.93,0.02,0.99
5681,0.07,17.92,0.07,0.98
5682,0.1,6.96,0.02,0.68
5683,0.04,2.16,0.08,0.47
5684,0.08,25.65,0.02,1.49
5685,0.01,18,0.03,0.58
5686,0.02,,0.04,1.74
5687,0.05,23.14,0.1,0.29
5688,0.07,0.97,0.02,0.64
5689,0.01,10.6,0.02,0.51
5690,0.09,,0.05,2.58
5691,0.01,9.44,0.04,0.17
5692,0.06,5.4,0.04,0.88
5693,0.05,0.36,0.06,0.97
5694,0.07,9.84,0.06,0.88
5695,0.07,5.24,0.06,2.6
5696,0.02,8.7,0.09,1.56
5697,0.08,4.9,0.05,0.21
5698,0.06,3.41,0.07,0.01
5699,0.1,10.15,0.08,0.23
5700,0.09,26.24,0.06,0.2
5701,0.06,0.21,0.09,0.37
5702,0.09,2.21,0.01,1.39
5703,0.06,7.74,0.03,0.38
5704,0.08,28.1,0.01,0.42
5705,0.07,2.77,0.03,2.54
5706,0.02,28.03,0.01,0.15
5707,0.07,19.21,0.02,3.52
5708,0.04,9.51,0.04,0.48
5709,0.09,13.57,0.09,0.07
5710,0.06,23.45,0.07,0.5
5711,0.09,22.98,0.08,0.01
5712,0.07,23.51,0.08,0.05
5713,0.0,27.11,0.07,0.82
5714,0.02,17.14,0.03,0.1
5715,0.06,6.63,0.09,1.63
5716,0.07,16.32,0.06,2.99
5717,0.08,8.68,0.07,2.44
5718,0.01,10.92,0.0,1.33
5719,0.06,4.45,0.0,0.5
5720,0.02,20.33,0.05,0.2
5721,0.08,5.17,0.07,0.85
5722,0.02,25.24,0.07,0.63
5723,0.05,21.52,0.1,0.64
5724,0.06,22.24,0.07,0.54
5725,0.04,18.77,0.07,0.51
5726,0.1,9.62,0.03,0.94
5727,0.03,11.08,0.03,0.09
5728,0.05,11.16,0.01,0.51
5729,0.09,13.25,0.04,0.29
5730,0.04,4.16,0.02,0.34
5731,0.02,15.56,0.04,0.96
5732,0.07,9.34,0.08,0.03
5733,0.1,23.46,0.04,2.42
5734,0.04,19.53,0.01,2.47
5735,0.04,13.4,0.03,0.48
5736,0.05,23.76,0.01,2.51
5737,0.01,,0.01,0.14
5738,0.1,0.68,0.07,
5739,0.07,6.17,0.06,0.79
5740,0.08,27.96,0.06,0.13
5741,0.08,5.88,0.04,0.16
5742,0.08,16.91,0.02,0.23
5743,0.07,15.64,0.01,0.88
5744,0.06,21.68,0.06,0.36
5745,0.02,23.1,0.06,0.04
5746,0.09,16.65,0.04,0.81
5747,0.06,28.33,0.01,0.82
5748,0.08,3.87,0.01,1.0
5749,0.09,26.12,0.06,0.78
5750,0.07,10.94,0.02,0.67
5751,0.07,28.65,0.05,0.84
5752,0.08,9.81,0.01,2.16
5753,0.03,7.38,0.0,0.39
5754,0.05,,0.07,0.71
5755,0.07,17.31,0.09,1.02
5756,0.03,10.65,0.02,0.85
5757,0.05,28.69,0.03,1.52
5758,0.07,1.77,0.0,1.54
5759,0.09,28.54,0.04,0.51
5760,0.06,25.29,0.05,0.93
5761,0.06,27.24,0.03,0.35
5762,0.01,5.93,,0.45
5763,0.03,13.33,0.05,0.23
5764,0.04,11.97,0.07,0.32
5765,0.09,5.45,0.03,3.87
5766,0.08,26.67,0.06,1.63
5767,0.0,1.58,0.05,1.18
5768,0.07,4.73,0.03,0.22
5769,0.02,11.83,0.01,1.7
5770,0.05,18.91,0.02,0.08
5771,0.03,22.46,0.06,1.35
5772,0.09,4.21,0.07,0.3
5773,0.1,26.5,0.02,0.73
5774,0.06,25.89,0.09,0.04
5775,0.08,22.87,0.01,0.59
5776,0.01,1.9,0.02,1.4
5777,0.05,26.05,0.08,0.96
5778,0.01,5.92,0.04,0.29
5779,0.01,18.94,0.01,1.73
5780,0.1,0.08,0.04,0.34
5781,0.06,26.03,0.04,0.06
5782,0.04,20.3,0.04,0.83
5783,0.05,24.55,0.1,0.18
5784,0.06,13.42,0.01,0.92
5785,0.07,8.24,0.0,2.0
5786,0.01,27.75,0.04,1.91
5787,0.01,2.35,0.05,0.29
5788,0.05,1.54,0.1,0.99
5789,0.1,28.1,0.03,1.54
5790,0.04,14.94,0.06,1.41
5791,0.07,3.24,0.03,2.97
5792,0.07,15.59,0.0,0.03
5793,0.04,22.56,0.05,0.84
5794,0.01,11.1,0.05,0.16
5795,0.01,20.66,0.06,0.88
5796,0.09,27.17,0.03,0.6
5797,0.01,7.35,0.1,0.91
5798,0.07,22,0.08,2.18
5799,0.03,21.73,0.03,0.97
5800,0.05,17.54,0.04,0.21
5801,0.02,26.58,0.04,0.37
5802,0.0,11.26,0.0,0.03
5803,0.07,3.08,0.01,0.06
5804,0.03,11.19,0.07,
5805,0.01,2.08,0.08,0.63
5806,0.06,2.18,0.1,0.4
5807,,16.44,0.1,0.01
5808,0.04,12.51,0.09,1.04
5809,0.05,13.59,0.01,0.81
5810,0.02,29.09,0.04,0.85
5811,0.07,3.67,0.04,0.41
5812,0.01,15.67,0.09,0.14
5813,0.02,0.38,0.02,1.98
5814,0.09,4.16,0.06,0.33
5815,0.06,11.58,0.03,2.33
5816,0.04,2.49,0.02,0.49
5817,0.0,13.53,0.01,0.63
5818,0.08,21.43,0.04,0.44
5819,0.05,19.9,0.06,0.44
5820,0.09,22.3,0.04,0.9
5821,0.08,11.3,0.09,
5822,0.05,14.48,0.02,0.52
5823,0.04,7.05,0.04,0.74
5824,0.05,6.71,0.08,3.65
5825,0.06,11.66,0.07,0.52
5826,0.07,5.91,0.02,0.54
5827,0.03,16.07,0.05,0.34
5828,0.01,17.1,0.05,0.01
5829,0.0,10.19,0.06,0.09
5830,0.08,21.59,0.1,2.15
5831,0.05,11.46,0.06,0.6
5832,0.04,19.77,0.08,0.36
5833,0.09,15.89,,2.13
5834,0.07,13.39,0.06,0.94
5835,0.06,16.37,0.09,0.43
5836,0.02,24.28,0.01,0.62
5837,,13.65,0.04,0.69
5838,0.05,25.11,0.03,2.1
5839,0.05,3.81,0.05,0.03
5840,0.04,11.39,0.05,1.62
5841,0.02,24.45,0.07,0.41
5842,0.09,17.74,0.1,0.06
5843,0.1,19.05,0.04,0.58
5844,0.03,27.79,0.09,0.0
5845,0.06,13.4,0.05,2.81
5846,0.1,21.52,0.04,1.1
5847,0.09,13.69,0.07,1.95
5848,0.07,17.28,0.08,0.95
5849,0.04,20.89,0.02,0.5
5850,0.07,12.78,0.02,2.5
5851,0.08,28.65,0.08,0.35
5852,0.02,28.28,0.04,0.09
5853,0.07,9.99,0.08,0.98
5854,0.03,0.23,0.02,0.79
5855,0.06,18.58,0.07,1.43
5856,0.06,14.02,0.01,1.0
5857,0.05,8.73,0.09,1.09
5858,0.01,20.53,0.0,0.31
5859,0.09,16.25,0.01,0.04
5860,0.05,16.97,0.1,0.33
5861,0.09,14.85,0.03,0.35
5862,0.05,20.93,0.02,0.33
5863,0.08,0.16,0.0,1.66
5864,0.06,18.6,0.08,0.62
5865,0.03,24.61,0.03,0.46
5866,0.0,4.08,0.09,0.25
5867,0.06,22.96,0.08,0.85
5868,0.1,2.97,0.09,2.21
5869,0.08,9.63,0.05,0.0
5870,0.08,22.37,0.01,2.87
5871,0.06,6.78,0.07,0.65
5872,0.05,14.68,0.07,0.42
5873,0.06,20.36,0.03,0.49
5874,0.01,0,0.02,1.13
5875,0.02,13.92,0.03,0.03
5876,0.06,27.31,0.06,1.2
5877,0.02,1.16,0.06,0.5
5878,0.02,26.28,0.07,0.51
5879,0.02,16.4,0.1,0.23
5880,0.09,24.46,0.01,1.68
5881,0.05,16.91,0.03,0.89
5882,0.03,12.19,0.1,0.33
5883,0.03,20.49,0.09,2.4
5884,0.1,16.61,0.08,0.4
5885,0.07,23.75,0.08,0.1
5886,0.07,20.99,0.05,0.45
5887,0.02,15.94,0.04,0.05
5888,0.07,26.31,0.0,0.44
5889,0.01,0.13,0.09,0.31
5890,0.06,18.77,0.09,1.25
5891,0.06,29.04,0.08,0.72
5892,0.07,0.37,0.07,0.52
5893,0.06,13.91,0.03,1.16
5894,0.02,23.6,0.04,1.61
5895,0.09,6.29,0.08,0.16
5896,0.06,17.45,0.05,0.24
5897,0.1,14.31,0.09,2.68
5898,0.09,28.73,0.07,1.99
5899,0.07,14.89,0.06,0.4
5900,0.06,22.94,0.03,0.06
5901,0.04,25.99,0.03,0.84
5902,0.03,14.25,0.05,0.95
5903,0.02,0.56,0.03,0.97
5904,0.09,28.4,0.08,0.03
5905,0.07,2.46,0.0,0.1
5906,0.05,0.31,0.03,0.29
5907,0.03,23.59,0.09,0.44
5908,0.0,3.62,0.09,0.24
5909,0.07,10.95,0.03,1.93
5910,0.02,0.23,0.03,0.86
