Id,copper,flouride,bacteria,viruses,lead
4788,0.09,0.2,0.0,0.005,0.013
4789,0.09,1.05,0.0,0.58,0.006
4790,0.06,1.03,0.0,0.004,0.031
4791,0.04,1.38,0.0,0.009,0.115
4792,0.02,0.74,0.0,0.55,0.093
4793,0.08,0.09,0.0,0.003,0.166
4794,0.05,1.04,0.0,0.001,0.157
4795,0.07,0.95,0.0,0.91,0.073
4796,0.09,1.02,0.0,0.0,0.02
4797,0.09,1.3,0.03,0.007,0.11
4798,0.01,1.08,0.0,0.001,0.017
4799,0.09,1.2,0.0,0.006,0.155
4800,0.1,0.99,0.05,0.009,0.156
4801,0.07,0.67,0.0,0.008,0.143
4802,0.03,1.08,0.0,0.005,0.093
4803,0.05,0.93,0.0,0.003,0.102
4804,0.09,0.88,0.0,0.002,0.167
4805,,0.16,0.02,0.003,0.178
4806,0.03,0.3,0.0,0.003,0.05
4807,0.05,0.63,0.0,0.75,0.109
4808,0.01,1.49,0.0,0.003,0.02
4809,0.07,0.16,0.0,0.51,0.173
4810,0.01,0.75,0.0,0.51,0.093
4811,0.01,0.61,0.01,0.001,0.117
4812,0.08,1.44,0.0,0.004,0.172
4813,0.07,1.27,0.0,0.002,0.163
4814,0.05,0.76,0.0,0.004,0.128
4815,0.09,0.14,0.0,0.005,0.1
4816,0.03,1.14,0.0,0.79,0.102
4817,0.08,0.64,0.0,0.006,0.2
4818,0.08,1.36,0.0,0.94,0.128
4819,0.08,0.53,0.02,0.001,0.028
4820,0.09,0.27,0.0,0.005,0.012
4821,0.04,0.65,0.0,0.51,0.023
4822,0.04,0.33,0.0,0.83,0.079
4823,0.05,0.8,0.0,0.54,0.163
4824,0.0,0.81,0.0,0.007,0.148
4825,0.05,1.36,0.0,0.73,0.164
4826,0.09,0.63,0.09,0.007,0.179
4827,0.03,1.46,,0.59,0.141
4828,0.01,0.61,0.0,0.65,0.137
4829,0.01,0.96,0.0,0.008,0.049
4830,0.0,0.03,0.0,0.002,0.011
4831,0.09,0.68,0.0,0.8,0.193
4832,0.02,1.5,0.0,0.0,0.004
4833,0.06,1.07,0.0,0.52,0.103
4834,0.02,0.8,0.0,0.001,0.186
4835,0.06,0.55,0.03,0.005,0.19
4836,0.01,0.79,0.0,0.001,0.147
4837,0.1,0.65,0.0,0.57,0.19
4838,0.04,0.59,0.0,0.008,0.153
4839,0.0,0.47,0.0,0.005,0.141
4840,0.09,0.51,0.0,0.69,0.111
4841,0.08,0.77,0.0,0.67,0.089
4842,0.05,0.99,0.0,0.0,0.099
4843,0.05,0.91,0.0,0.74,0.074
4844,0.03,1.03,0.0,0.007,0.142
4845,0.01,1.39,0.0,0.005,0.156
4846,0.06,1.25,0.0,0.002,0.083
4847,0.05,1.27,0.0,0.53,0.057
4848,0.09,0.02,0.1,0.007,0.028
4849,0.01,0.67,0.0,0.59,0.042
4850,0.03,1.48,0.06,0.001,0.117
4851,0.03,0.33,0.0,0.0,0.126
4852,0.02,0.06,0.0,0.003,0.064
4853,0.01,0.79,0.0,0.72,0.115
4854,0.07,,0.0,0.001,0.089
4855,0.09,0.13,0.0,0.002,0.117
4856,0.08,1.01,0.0,0.76,0.168
4857,0.01,1.45,0.0,0.009,0.159
4858,0.07,1.45,0.0,0.007,0.039
4859,0.07,0.87,,0.002,0.17
4860,0.08,0.26,0.0,0.72,0.034
4861,0.05,1.16,0.0,0.85,0.005
4862,0.1,0.34,0.0,0.98,0.104
4863,0.1,1.44,0.0,0.53,0.199
4864,0.02,1.23,0.0,0.79,0.112
4865,0.07,1.1,0.06,0.005,0.072
4866,0.05,1.29,0.05,0.002,0.088
4867,0.02,0.63,0.0,0.007,0.112
4868,0.06,1.34,0.0,0.003,0.116
4869,0.07,1.2,0.0,0.008,0.056
4870,0.02,1.41,0.0,0.99,0.13
4871,0.08,1.26,0.0,0.74,0.16
4872,0.03,0.37,0.0,0.004,0.118
4873,0.06,1.1,0.0,0.89,0.142
4874,0.09,0.04,0.0,0.002,0.123
4875,0.05,0.95,0.0,1.0,0.133
4876,0.04,0.41,0.0,0.72,0.158
4877,0.04,0.13,0.0,0.93,0.165
4878,0.04,1.15,0.07,0.001,0.044
4879,0.01,0.29,0.0,0.0,0.099
4880,0.06,0.71,0.0,0.008,0.022
4881,0.0,1.39,0.0,0.002,0.108
4882,0.0,0.14,0.0,0.57,0.044
4883,0.02,0.13,0.0,0.008,0.169
4884,0.03,0.7,0.07,0.008,0.122
4885,0.05,1.32,0.1,0.005,0.188
4886,0.0,1.18,0.0,0.55,0.105
4887,0.06,0.19,0.0,0.76,0.036
4888,0.1,0.84,0.0,0.005,0.063
4889,0.07,1.32,0.0,0.99,0.063
4890,0.02,0.64,0.0,0.69,0.005
4891,0.05,0.71,0.0,0.84,0.115
4892,0.07,1.24,0.0,0.51,0.098
4893,0.01,,0.0,0.0,0.165
4894,0.08,0.21,0.0,,0.092
4895,0.03,0.58,0.0,0.006,0.066
4896,0.04,0.23,0.0,0.007,0.093
4897,0.04,1.43,0.0,0.63,0.152
4898,0.07,0.44,0.0,0.001,0.022
4899,0.1,0.09,0.0,0.84,0.183
4900,0.06,0.18,0.0,0.81,0.041
4901,0.04,0.29,0.0,0.58,0.195
4902,0.02,,0.0,0.001,0.033
4903,0.07,0.56,0.0,0.94,0.006
4904,0.05,1.28,0.0,0.77,0.144
4905,0.09,1.26,0.0,0.87,0.097
4906,0.01,1.14,0.0,0.002,
4907,0.06,0.81,0.0,0.001,0.098
4908,0.05,1.46,0.0,0.75,0.005
4909,0.02,0.31,0.0,0.002,0.17
4910,0.07,0.36,0.0,0.64,0.087
4911,0.05,0.83,0.0,0.6,0.072
4912,0.02,1.36,0.0,0.74,0.126
4913,0.07,0.1,0.0,0.79,0.044
4914,0.1,0.59,0.0,0.008,0.122
4915,0.09,0.6,0.0,0.009,0.016
4916,0.04,0.19,0.0,0.92,0.097
4917,0.03,0.2,0.0,0.69,0.104
4918,0.01,0.58,0.0,0.002,0.168
4919,0.07,1.34,0.0,0.76,0.069
4920,0.09,0.06,0.0,0.75,0.098
4921,0.01,0.45,0.0,0.63,0.124
4922,0.02,1.21,0.0,0.002,0.103
4923,0.09,0.64,0.0,0.007,0.132
4924,0.09,1.16,0.0,0.94,0.047
4925,0.04,1.08,0.0,0.99,0.002
4926,0.07,0.49,0.0,0.6,0.093
4927,0.1,1.09,0.0,0.65,0.14
4928,0.09,0.66,0.07,0.008,0.091
4929,0.01,0.83,0.0,0.001,0.152
4930,0.07,0.7,0.0,0.87,0.106
4931,0.08,1.15,0.0,0.61,0.133
4932,0.05,1.2,0.0,0.002,0.01
4933,0.07,0.68,0.0,0.001,0.159
4934,0.02,0.16,0.0,0.91,0.176
4935,0.02,0.85,0.1,0.001,0.167
4936,0.05,1.34,0.0,0.97,0.086
4937,0.1,0.35,0.0,0.86,0.132
4938,0.0,0.79,0.0,0.63,0.122
4939,0.05,0.23,0.0,0.007,0.166
4940,0.09,0.59,0.0,0.61,0.04
4941,0.01,0.91,0.0,0.78,0.174
4942,0.05,0.19,0.0,0.9,0.045
4943,0.05,0.28,0.0,0.89,0.11
4944,0.01,1.39,0.0,0.005,0.175
4945,0.09,0.61,0.0,0.55,0.188
4946,0.04,0.05,0.0,0.005,0.1
4947,0.06,0.48,0.0,0.93,0.142
4948,0.01,1.15,0.0,0.7,0.081
4949,0.0,0.94,0.0,0.006,0.126
4950,0.01,0.33,0.0,0.92,0.025
4951,0.07,1.39,0.0,0.75,0.064
4952,0.07,0.34,0.0,0.53,0.183
4953,0.02,1.31,0.0,0.69,0.194
4954,0.05,0.74,0.0,0.002,0.048
4955,0.06,0.46,0.0,0.001,0.059
4956,0.09,0.83,0.0,0.004,0.065
4957,,0.52,0.0,0.74,0.067
4958,0.01,0.58,0.0,0.009,0.022
4959,0.09,1.25,0.06,0.007,0.194
4960,0.1,0.37,0.03,0.008,0.081
4961,0.05,0.5,0.0,0.86,0.087
4962,0.04,0.58,0.0,0.84,0.054
4963,0.04,0.09,0.0,0.83,0.151
4964,0.08,1.49,0.0,0.001,0.114
4965,0.0,0.33,0.0,0.001,0.151
4966,0.01,0.71,0.0,0.85,0.079
4967,0.05,0.56,0.0,0.95,0.154
4968,0.07,0.85,0.0,0.65,0.121
4969,0.01,0.61,0.0,0.73,0.178
4970,0.01,0.29,0.02,0.007,0.192
4971,0.08,0.22,0.0,0.005,0.192
4972,0.08,0.23,0.0,0.006,0.195
4973,0.08,1.46,0.08,0.008,0.181
4974,0.0,1.05,0.0,0.007,0.185
4975,0.1,0.8,0.0,0.009,0.176
4976,0.03,0.76,0.0,0.78,0.163
4977,0.1,0.26,0.0,0.55,0.013
4978,0.02,0.59,0.0,0.75,0.011
4979,0.03,0.27,0.0,0.003,0.163
4980,0.04,0.35,0.0,0.89,0.165
4981,0.04,1.3,0.0,0.003,0.129
4982,0.02,0.79,0.0,0.008,0.198
4983,0.08,0.89,0.0,0.002,0.177
4984,0.06,1.46,0.0,0.88,0.088
4985,0.06,1.0,0.0,0.79,0.169
4986,0.04,0.47,0.0,0.54,0.141
4987,0.02,,0.0,0.001,0.033
4988,0.09,0.35,0.0,0.89,0.12
4989,0.09,0.48,0.0,0.003,0.124
4990,0.06,1.43,0.0,0.51,0.094
4991,0.03,0.74,0.0,0.95,0.124
4992,0.0,1.15,0.0,0.5,0.099
4993,0.0,0.04,0.0,0.009,0.107
4994,0.01,0.79,0.0,0.7,0.113
4995,0.02,1.07,0.0,0.0,0.103
4996,0.0,1.14,0.0,0.91,0.135
4997,0.1,0.15,0.0,0.62,0.106
4998,0.04,1.31,0.0,0.91,0.027
4999,0.06,0.29,0.0,0.005,0.177
5000,0.03,0.7,0.0,0.94,0.116
5001,0.09,0.06,0.0,0.008,0.189
5002,0.07,0.79,0.0,0.005,0.033
5003,0.02,0.05,0.0,0.001,0.168
5004,0.06,1.16,0.0,0.009,0.121
5005,0.06,0.09,0.0,1.0,0.1
5006,0.1,0.41,0.0,0.67,0.067
5007,0.05,1.26,0.0,0.007,0.105
5008,0.1,1.1,0.0,0.001,0.036
5009,0.03,1.1,0.0,0.5,0.194
5010,0.06,0.14,0.0,0.89,0.041
5011,0.02,0.56,0.0,0.002,0.185
5012,0.05,0.96,0.0,0.64,0.1
5013,0.08,0.36,0.0,0.005,0.092
5014,0.04,0.57,0.0,0.68,0.151
5015,0.08,0.52,0.0,0.003,0.105
5016,0.07,1.45,0.0,0.006,0.11
5017,0.04,1.43,0.0,0.84,0.081
5018,0.01,0.54,0.0,0.0,0.181
5019,0.02,1.32,0.0,0.99,0.087
5020,0.01,0.69,0.01,0.004,0.15
5021,0.0,0.99,0.0,0.002,0.165
5022,0.02,0.84,0.0,0.001,0.165
5023,0.1,0.13,0.0,0.59,0.086
5024,0.09,1.14,0.0,0.68,0.136
5025,0.1,0.4,0.0,0.0,0.152
5026,0.05,1.31,0.0,0.005,0.103
5027,0.09,0.31,0.0,0.004,0.17
5028,,1.49,0.0,0.007,0.102
5029,0.06,0.58,0.0,0.8,0.121
5030,0.07,1.12,0.02,0.006,0.004
5031,0.05,0.8,,0.69,0.104
5032,0.09,1.16,0.0,0.005,0.198
5033,0.07,0.96,0.0,0.001,0.131
5034,0.09,0.87,0.0,0.9,0.024
5035,0.06,0.9,0.0,0.98,0.002
5036,0.01,0.83,0.0,0.002,0.03
5037,0.01,0.96,0.0,0.84,0.188
5038,0.02,0.93,0.0,0.62,0.05
5039,0.06,0.34,0.0,0.94,0.093
5040,0.08,1.37,0.0,0.94,0.151
5041,0.08,1.21,0.0,0.73,0.104
5042,0.1,0.77,0.0,0.52,0.185
5043,0.06,0.65,0.0,1.0,0.092
5044,0.09,0.8,0.1,0.003,0.197
5045,0.01,0.54,0.01,0.0,0.041
5046,0.02,0.57,0.0,0.71,0.005
5047,0.09,0.44,0.0,0.84,0.028
5048,0.1,0.8,0.0,0.002,0.148
5049,0.03,0.82,0.0,0.54,0.197
5050,0.02,0.16,0.0,0.89,0.052
5051,0.03,1.35,0.0,0.63,0.106
5052,0.03,1.39,0.09,0.005,0.043
5053,0.09,0.74,0.0,0.001,0.072
5054,0.06,0.92,0.0,0.006,0.072
5055,0.09,0.04,0.0,0.82,0.097
5056,0.02,1.09,0.0,0.005,0.151
5057,0.06,1.06,0.0,0.55,0.1
5058,0.07,,0.0,0.54,0.048
5059,0.02,1.17,0.0,0.62,0.09
5060,0.01,1.01,0.0,0.61,0.131
5061,0.02,1.4,0.0,0.55,0.073
5062,0.1,1.38,0.0,0.008,0.121
5063,0.04,0.25,0.0,0.64,0.096
5064,0.01,1.24,0.0,0.83,0.026
5065,0.05,1.38,0.0,0.89,0.033
5066,0.04,0.78,,0.89,0.09
5067,,0.92,0.02,0.006,0.019
5068,0.03,0.55,0.0,0.006,0.169
5069,0.04,1.43,0.0,0.97,0.118
5070,0.07,1.26,0.0,0.005,0.162
5071,0.03,1.4,0.0,0.008,0.108
5072,0.02,1.4,0.0,,0.166
5073,0.07,1.18,,0.56,0.115
5074,0.04,0.37,0.0,0.74,0.13
5075,0.06,0.13,0.0,0.97,0.17
5076,0.03,0.07,0.0,0.74,0.145
5077,0.07,0.75,0.0,0.82,0.197
5078,0.01,1.32,0.0,0.59,0.118
5079,0.04,0.96,0.0,0.009,0.057
5080,0.08,1.03,0.0,0.002,0.141
5081,0.07,1.31,0.0,0.009,0.046
5082,0.05,1.1,0.0,0.0,0.113
5083,0.03,1.06,0.0,0.5,0.038
5084,0.06,0.89,0.0,0.84,0.179
5085,0.05,1.48,0.0,0.67,0.08
5086,0.09,0.82,0.01,0.007,0.145
5087,0.04,0.62,0.0,0.005,0.006
5088,0.06,0.85,0.0,0.0,0.124
5089,0.0,0.38,0.0,0.006,0.16
5090,0.05,0.53,0.0,0.009,0.03
5091,0.07,0.64,0.0,0.007,0.089
5092,0.01,0.13,0.0,0.94,0.049
5093,0.03,1.45,0.0,0.001,0.091
5094,0.03,0.43,0.0,0.94,0.07
5095,0.03,1.5,0.1,0.002,0.107
5096,0.05,0.3,0.0,0.56,0.166
5097,0.02,0.27,0.0,0.005,0.013
5098,0.0,1.31,0.0,0.78,0.065
5099,0.09,1.17,0.0,0.002,0.035
5100,0.02,0.51,0.02,0.008,0.187
5101,0.03,0.12,0.0,0.66,0.016
5102,0.03,1.12,0.0,0.002,0.185
5103,0.02,1.04,0.0,0.009,0.149
5104,0.02,0.05,0.0,0.52,0.19
5105,0.04,0.43,0.0,0.73,0.18
5106,0.03,0.05,0.0,0.009,0.169
5107,0.06,1.41,0.0,0.99,0.113
5108,0.09,0.43,0.0,0.002,0.059
5109,0.09,1.36,0.0,0.82,0.17
5110,0.08,1.2,0.0,0.59,
5111,0.04,0.99,0.0,,0.132
5112,0.08,0.22,0.0,0.004,0.035
5113,0.02,0.34,0.0,0.65,0.013
5114,0.08,0.78,0.0,0.54,0.035
5115,0.03,1.1,0.0,1.0,0.165
5116,0.0,1.46,0.0,0.76,0.083
5117,0.02,0.51,0.0,0.71,0.141
5118,0.04,0.62,0.0,0.72,0.076
5119,0.08,1.05,0.0,0.97,0.007
5120,0.04,0.4,0.0,0.88,0.097
5121,0.01,0.83,0.07,0.008,0.018
5122,0.06,1.46,0.0,0.84,0.136
5123,0.05,0.52,0.0,0.008,0.025
5124,0.01,0.75,0.08,0.001,0.034
5125,0.05,0.21,0.0,0.003,0.016
5126,0.07,0.27,0.0,0.88,0.183
5127,0.05,1.42,0.0,0.8,0.107
5128,0.02,1.3,0.0,0.93,0.075
5129,0.05,0.91,0.0,0.75,0.191
5130,0.03,0.89,0.0,0.78,0.038
5131,0.04,0.04,0.0,0.002,0.089
5132,0.07,0.73,0.06,0.001,0.157
5133,0.05,,0.0,0.008,0.062
5134,0.04,0.69,0.0,0.77,0.052
5135,0.04,1.15,0.0,0.97,0.015
5136,0.02,0.53,0.0,0.007,0.03
5137,0.06,0.69,0.0,0.74,0.046
5138,0.02,1.04,0.0,0.0,0.2
5139,0.04,0.49,0.0,0.97,0.163
5140,0.04,1.38,0.0,0.005,0.033
5141,0.05,0.15,0.09,0.0,0.165
5142,0.07,0.48,0.0,0.001,0.095
5143,0.05,0.72,0.0,0.004,0.009
5144,0.03,0.54,0.0,0.73,0.126
5145,0.07,1.48,0.0,0.99,0.162
5146,0.05,1.05,0.0,0.57,0.196
5147,0.09,0.56,0.0,0.5,0.096
5148,0.05,0.51,0.0,0.93,0.152
5149,0.1,0.55,0.0,0.005,0.16
5150,0.08,0.91,0.0,0.7,0.041
5151,0.07,0.26,0.0,0.51,0.122
5152,0.09,0.11,0.0,0.52,0.018
5153,0.06,0.07,0.0,0.78,
5154,,0.03,0.0,,0.061
5155,0.07,1.43,0.0,0.007,0.097
5156,0.07,0.18,0.0,0.008,0.04
5157,0.07,0.63,0.0,0.74,0.152
5158,0.04,0.26,0.0,0.92,0.105
5159,0.03,0.94,0.0,0.51,0.198
5160,0.04,1.31,0.0,0.76,0.088
5161,0.03,0.63,0.0,0.74,0.132
5162,0.08,1.42,0.0,0.97,0.196
5163,0.0,1.08,0.0,0.004,0.008
5164,0.01,,0.0,0.004,0.135
5165,0.01,0.01,0.0,0.92,0.101
5166,0.06,1.32,0.0,0.86,0.034
5167,0.08,1.25,0.06,0.005,0.048
5168,0.06,1.27,0.0,0.001,0.117
5169,0.02,0.92,0.0,0.004,0.184
5170,0.03,1.16,0.0,0.72,0.156
5171,0.0,0.31,0.0,,0.102
5172,0.01,0.15,0.0,0.004,
5173,0.02,0.49,0.0,0.003,0.075
5174,0.03,0.08,0.0,0.52,0.022
5175,0.08,0.53,0.0,0.62,0.188
5176,0.09,0.7,0.0,0.001,0.053
5177,0.01,0.28,0.0,0.006,0.113
5178,0.04,0.47,0.0,0.009,0.087
5179,0.08,1.33,0.0,0.003,0.077
5180,0.05,0.14,0.0,0.008,0.155
5181,0.0,0.59,0.0,0.61,0.008
5182,0.02,0.62,0.0,0.004,0.198
5183,0.08,0.91,0.0,,0.019
5184,0.06,1.4,0.0,0.7,0.115
5185,0.04,0.31,0.0,0.84,0.1
5186,0.1,0.0,0.0,0.51,0.169
5187,0.06,0.45,0.0,0.59,0.053
5188,0.02,0.05,0.0,0.003,0.142
5189,0.01,0.74,,0.005,0.008
5190,0.05,0.95,0.0,0.62,0.021
5191,0.07,1.1,0.0,0.005,0.044
5192,0.02,1.33,0.0,0.003,0.004
5193,0.08,0.33,0.0,0.89,
5194,0.01,1.18,0.0,0.71,0.162
5195,0.09,0.63,0.0,0.99,0.005
5196,0.08,1.15,0.0,0.69,0.121
5197,0.08,0.4,0.0,0.59,0.178
5198,0.07,0.32,0.0,0.008,0.198
5199,0.09,0.65,0.0,0.64,0.12
5200,0.02,0.33,0.0,0.58,0.113
5201,0.04,0.88,0.0,0.93,0.076
5202,0.07,0.66,,0.93,0.155
5203,0.08,0.38,0.0,0.84,0.064
5204,0.08,0.61,0.0,0.001,0.03
5205,0.02,0.21,0.0,0.98,0.01
5206,0.04,1.34,0.0,0.003,0.162
5207,0.01,0.33,0.0,0.6,0.16
5208,0.06,0.11,0.0,0.004,0.133
5209,0.03,0.21,0.0,0.54,0.097
5210,0.09,0.11,0.0,0.0,0.003
5211,0.09,0.52,0.0,0.51,0.125
5212,0.04,0.59,0.0,0.85,0.025
5213,0.09,0.01,0.0,0.95,0.006
5214,0.07,1.41,0.0,0.82,0.023
5215,0.09,1.35,0.0,0.004,0.026
5216,0.08,0.52,0.0,0.62,0.022
5217,0.07,0.98,0.0,0.91,0.187
5218,0.04,1.33,0.0,0.55,0.116
5219,0.04,0.48,0.0,0.65,0.125
5220,0.07,0.25,0.0,0.54,0.023
5221,0.09,0.5,0.0,0.89,0.062
5222,0.1,1.23,,0.006,0.048
5223,0.07,0.92,0.0,0.006,0.037
5224,0.04,1.19,0.0,0.003,0.13
5225,0.08,1.34,0.0,0.79,0.037
5226,0.0,1.05,0.0,0.56,0.174
5227,0.06,1.47,0.0,0.9,0.097
5228,0.07,0.0,,0.003,0.12
5229,0.09,0.07,0.0,0.002,0.155
5230,0.01,0.61,0.0,0.53,0.105
5231,0.03,0.94,0.0,0.008,0.042
5232,0.08,0.28,0.0,0.001,0.059
5233,0.08,0.32,0.01,0.004,0.021
5234,0.07,1.35,0.0,1.0,0.158
5235,0.03,0.08,0.0,0.63,0.044
5236,0.07,0.64,0.0,0.002,0.074
5237,0.06,1.03,0.04,0.007,0.067
5238,0.02,1.4,0.0,0.005,0.164
5239,0.05,1.34,0.0,0.72,0.17
5240,0.06,1.48,0.0,0.004,0.183
5241,0.03,0.69,0.0,,0.11
5242,0.07,1.32,0.0,0.62,0.103
5243,0.04,0.88,0.0,0.005,0.072
5244,0.06,0.61,0.0,0.98,0.076
5245,0.08,1.03,0.01,0.008,0.014
5246,0.09,0.12,0.0,0.52,0.121
5247,0.02,1.43,0.0,0.68,0.089
5248,0.04,0.51,0.0,0.57,0.176
5249,0.07,0.25,0.0,0.74,0.169
5250,0.01,0.93,0.0,0.82,0.175
5251,0.04,0.93,0.0,0.83,0.166
5252,0.05,0.45,0.0,0.009,
5253,0.06,1.18,0.0,0.81,0.075
5254,0.06,1.23,0.0,0.008,0.196
5255,0.03,0.26,0.0,0.61,0.142
5256,0.08,0.9,0.0,0.007,0.037
5257,0.04,0.05,0.0,0.009,0.111
5258,0.01,0.12,0.0,0.87,0.143
5259,0.04,1.25,0.0,0.003,0.014
5260,0.09,0.47,0.0,0.74,0.175
5261,0.02,0.78,,0.8,0.092
5262,0.02,0.57,0.0,0.6,0.146
5263,0.05,0.48,0.0,0.002,0.174
5264,0.07,0.92,0.0,0.7,0.018
5265,0.02,1.23,0.0,0.96,0.142
5266,0.02,0.86,0.0,0.002,0.113
5267,0.1,0.47,0.04,0.007,0.176
5268,0.1,0.45,0.0,0.008,0.197
5269,0.06,0.67,0.0,0.68,0.105
5270,0.05,1.0,,0.75,0.119
5271,0.04,1.06,0.07,0.001,0.147
5272,0.02,0.66,0.0,0.68,
5273,0.08,1.39,0.0,0.0,0.118
5274,0.06,0.95,0.0,0.61,0.16
5275,0.01,1.19,0.09,0.005,0.032
5276,0.0,1.37,0.0,0.93,0.161
5277,0.1,0.91,0.0,0.008,0.05
5278,0.04,1.04,0.0,0.76,0.043
5279,0.03,1.05,0.0,0.003,0.076
5280,0.03,0.95,0.0,0.006,0.072
5281,0.07,1.09,0.0,0.005,0.084
5282,0.06,0.39,0.0,0.006,0.037
5283,0.08,0.28,0.0,0.005,0.097
5284,0.03,0.2,0.0,0.007,0.035
5285,0.07,0.57,0.0,0.64,0.154
5286,0.02,1.36,0.0,0.72,0.161
5287,0.08,0.54,0.0,0.005,0.147
5288,0.09,0.54,0.0,0.005,0.019
5289,0.04,0.06,0.0,0.54,0.081
5290,0.1,1.22,0.0,0.52,0.176
5291,0.06,0.72,0.0,0.57,0.088
5292,0.08,0.3,0.0,0.76,0.022
5293,0.02,0.07,0.0,0.0,
5294,0.01,0.04,0.0,0.84,0.11
5295,0.07,0.76,0.0,0.003,0.109
5296,0.06,0.61,0.0,0.78,0.146
5297,,0.86,0.1,0.005,0.191
5298,0.09,1.13,0.0,0.81,0.017
5299,0.03,0.78,0.0,0.005,0.053
5300,0.03,0.02,0.0,0.007,0.194
5301,0.05,0.73,0.0,0.9,0.024
5302,0.06,1.31,0.0,0.009,0.068
5303,0.03,1.47,0.0,0.97,0.166
5304,0.1,0.04,0.0,0.007,0.046
5305,0.1,0.71,0.0,0.66,0.014
5306,0.07,1.06,0.0,0.69,0.011
5307,0.09,1.13,0.0,0.5,0.03
5308,0.06,0.63,0.0,0.59,0.146
5309,0.01,0.36,0.0,0.007,0.114
5310,0.09,1.41,0.0,0.004,0.05
5311,0.02,0.43,0.0,0.98,0.187
5312,0.09,0.03,0.0,0.001,0.067
5313,0.01,1.02,0.0,0.002,0.071
5314,0.07,1.39,0.0,0.89,0.005
5315,0.08,1.01,0.0,0.68,0.198
5316,0.03,1.14,0.0,0.77,0.174
5317,0.09,1.49,0.0,0.58,0.05
5318,0.05,0.98,0.07,0.008,0.107
5319,0.07,0.03,0.0,0.004,0.055
5320,0.07,0.33,0.0,0.8,0.164
5321,0.08,1.35,0.04,0.0,0.139
5322,0.09,0.28,0.0,0.7,0.096
5323,0.05,1.43,0.0,0.72,0.037
5324,0.06,,0.0,0.6,0.061
5325,0.04,1.27,0.0,0.008,0.176
5326,0.01,0.8,0.0,0.93,0.174
5327,0.02,0.73,0.0,0.81,0.155
5328,0.1,1.44,0.0,0.002,0.154
5329,0.01,1.42,0.0,0.67,0.194
5330,0.03,0.27,0.08,0.006,0.131
5331,0.0,0.63,0.0,0.003,0.139
5332,0.08,1.37,0.0,0.84,0.032
5333,0.1,,0.0,0.95,0.162
5334,0.1,0.08,0.0,0.69,0.184
5335,0.04,1.35,0.05,0.008,0.059
5336,0.06,1.02,0.0,0.88,0.032
5337,0.01,0.12,0.0,0.63,0.026
5338,0.01,0.9,0.0,0.95,0.014
5339,0.03,0.72,0.0,0.001,0.028
5340,0.08,0.04,0.0,0.007,0.074
5341,0.08,0.24,0.0,0.61,0.127
5342,0.08,1.33,0.0,0.001,0.031
5343,0.05,1.31,0.0,0.64,0.093
5344,0.04,1.41,0.0,0.63,0.128
5345,0.02,1.25,0.0,0.75,0.076
5346,0.09,0.38,0.04,0.007,0.166
5347,0.05,0.46,0.0,0.001,0.165
5348,0.02,1.01,0.0,0.6,0.04
5349,0.06,0.57,0.0,0.82,0.023
5350,0.04,0.08,0.0,0.61,0.123
5351,0.04,0.63,0.0,0.006,0.142
5352,0.09,1.03,0.0,0.001,0.145
5353,0.08,0.65,0.0,0.92,0.105
5354,0.02,0.69,0.0,0.002,0.054
5355,0.08,0.39,0.05,0.004,0.125
5356,0.09,0.84,0.0,0.65,0.168
5357,0.0,0.7,0.08,0.001,0.144
5358,0.06,1.02,0.04,0.001,0.075
5359,0.05,0.55,0.0,0.006,0.097
5360,0.08,0.05,0.0,0.002,0.102
5361,0.05,0.75,0.0,0.007,0.008
5362,0.02,1.29,0.0,0.006,0.108
5363,0.02,0.94,0.0,0.92,0.011
5364,0.04,0.52,0.0,0.003,0.057
5365,0.03,0.27,0.0,0.62,0.166
5366,0.1,1.07,0.0,0.004,0.089
5367,0.04,1.49,0.0,0.001,0.087
5368,0.09,0.82,0.0,0.62,0.177
5369,0.06,1.14,0.0,0.006,0.18
5370,0.02,1.17,0.0,0.007,0.091
5371,0.05,0.44,0.07,0.007,0.15
5372,0.06,0.02,0.0,0.63,0.042
5373,0.02,0.02,0.0,0.008,0.017
5374,0.06,0.62,0.0,0.8,0.093
5375,0.08,,0.0,0.0,0.061
5376,0.03,0.47,0.0,0.67,0.042
5377,0.07,,0.0,0.007,0.151
5378,1.22,0.78,0.0,0.007,0.082
5379,1.67,0.62,0.02,0.004,0.09
5380,1.64,1.43,0.0,0.009,0.075
5381,1.56,0.21,0.0,0.73,0.111
5382,0.69,1.06,0.0,0.89,0.061
5383,1.12,0.53,0.0,0.008,0.159
5384,1.69,0.11,0.0,0.008,0.058
5385,1.05,,0.0,0.005,0.066
5386,0.31,1.3,0.0,0.001,0.154
5387,1.14,1.16,0.0,0.85,0.114
5388,1.62,0.96,0.0,0.0,0.138
5389,1.85,0.44,0.0,0.0,0.047
5390,0.2,0.58,0.0,,0.112
5391,0.31,0.74,0.0,0.001,0.016
5392,1.37,0.71,0.0,0.99,0.112
5393,0.66,0.49,0.0,0.006,0.151
5394,1.47,0.15,0.0,0.002,0.085
5395,1.47,1.37,0.0,0.002,0.197
5396,1.97,1.48,0.0,0.009,0.031
5397,0.71,0.91,0.0,0.66,0.182
5398,1.18,0.03,0.0,0.0,0.069
5399,1.49,0.65,0.0,0.63,0.16
5400,0.17,0.05,0.0,0.0,0.054
